Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
CONCORDIA LUTHERAN MINISTRIES,573,9,3,0,0,0,0,0,100,0,3.7,3.3,3.2,4.6,3.9,3.4,0.8,36.4,30.5,0.3,6,0.7,56610,6290,0,0,27.2,8.8,1.2,1.4,65.8,83.7,96,1.9,1.3,12.3,2.1,5.6,0.8,1.5,22.7,12.4,96.1,96.2,0,27.5,7.3,10.3,18.3,11.2
BONAMOUR HEALTH GROUP,576,5,1,0,0,1,20,100,0,0,2.2,1.8,3.4,3.8,3.9,3.5,0.9,43.7,26,1,3,0.6,69471,13894.2,1,0.2,21.4,13.2,0.8,1.5,52.7,78,88.7,1.6,1.2,15.3,4.3,7.9,1,1,16.5,17.2,99.2,96.2,0,27.8,6.7,2.2,22.7,10.9
INFINITE CARE,578,21,3,0,0,3,14.3,95.2,4.8,0,3.1,2.6,2.9,4.4,3.5,3.2,0.6,40.1,42.7,0.5,10,0.5,729680,34746.7,0,0,26.1,10.1,1,1.8,63.2,77.9,77.3,2,1.3,7.4,2.4,5.2,0.4,0.2,8.6,7.4,95.4,89.4,0,11,6.1,16.2,11.1,11.5
OAKBEND MEDICAL CENTER,579,5,1,0,0,0,0,20,20,60,3.4,3.4,1.8,4,3.1,2.8,0.4,55,42.5,0,7,1.4,178989,35797.8,0,0,21.1,17.3,2.2,1.9,59,88.8,81,1.9,2.5,7.6,3.3,9,1.6,0,9,12.8,99.6,99.5,0,10.8,5.5,0.8,15.4,11
SIMCHA HYMAN & NAFTALI ZANZIPER,580,90,6,0,3,6,6.7,100,0,0,2.5,2.6,2.4,3.4,3.4,3.1,0.5,51.3,51.5,0.7,97,1.1,3578264,39758.5,13,0.1,24.4,12.1,1.6,3.3,48.9,78.2,74.7,2,1.8,12.2,3.3,5.9,1.4,0.3,16.1,13.7,95.3,91.1,0,18.3,7.2,5.2,22.6,11.3
AKIKO IKE,582,6,2,0,0,0,0,100,0,0,3.8,3.2,3.7,4.3,4.1,3.6,0.7,28.9,35.7,0.8,2,0.3,103148,17191.3,1,0.2,18.6,9.3,1.9,3.2,61,79.5,81.6,1.8,0.9,21.2,3.4,3.9,1.1,0.7,13.3,16.7,97.7,95.6,0,28.5,6.2,2,18.2,11.2
BEST CARE SERVICES,583,10,2,0,0,0,0,100,0,0,2.1,2.4,2.5,2.4,3.5,3.1,0.6,38.1,49.7,0.7,7,0.7,612710,61271,1,0.1,26.5,14.4,1.5,2.3,41.4,71.6,74.7,2.1,2,14.3,4,4.6,1.1,0.7,23.1,25.3,91.1,92.3,0.1,26.4,4.1,6.6,18.3,10.6
KISCO SENIOR LIVING,585,2,2,0,0,0,0,100,0,0,2.5,3.5,1,1.5,,,,,,0,1,0.5,7901,3950.5,0,0,26.5,24,2.9,3.8,36.7,68.9,58,,,,,,,,,,,77.3,0,13.4,9,7.1,30.8,10.4
PUREHEALTH,586,8,2,0,0,2,25,100,0,0,3.3,2.8,3.3,4.6,3.9,3.4,0.8,48.6,47,0.4,7,0.9,227202,28400.3,3,0.4,26.4,9.1,0.7,1.5,60.7,91.2,94.9,3,1,4.2,3.1,6.8,0.7,0.6,12.2,12.1,99.6,99,0,17.8,7.2,2,17.1,10.8
HAMILTON COUNTY HOSPITAL DISTRICT,589,10,1,0,0,1,10,70,0,30,2.2,2.5,2.1,3.5,3.1,2.8,0.4,49.4,50.1,0.4,19,1.9,421919,42191.9,2,0.2,29.9,14.7,2.4,1.3,54.2,85.5,93,2,2,12.7,1.6,2.6,0.8,0.5,15.4,16.9,97.7,98.4,0,13.8,2.6,1.3,16.6,10.9
SAPPHIRE CARE GROUP,590,8,1,0,0,1,12.5,100,0,0,2.6,1.9,2.4,4.8,3.5,3.1,0.7,39.2,35.9,0.6,3,0.4,142730,17841.3,0,0,17.4,8,0.9,2,74.1,85.4,87.7,1.5,0.9,12.6,2.5,6.7,0.6,0.1,11.4,13.7,96.9,95.4,0,24.3,5.9,44.5,13.9,9.9
GOLD FL TRUST II,594,36,1,0,2,1,2.8,100,0,0,3.3,2.8,2.7,4.7,3.7,3.4,0.5,46.9,52.4,0.4,21,0.6,1412265,39229.6,0,0,25.6,9.3,1,1.6,56.3,95.2,93.3,1.7,1,5.3,2.5,4.3,0,0.1,5.9,4.2,99.6,97.4,0,3.8,5.1,13.1,7.5,11.2
PEARL HEALTHCARE,595,15,1,0,0,1,6.7,100,0,0,2.5,2.6,2.1,3.6,3.4,3,0.8,48,40.3,0.3,26,1.7,1060980,70732,4,0.3,27.3,12.6,2.2,1.6,57.1,55.2,55.2,2.1,1.6,18.3,2.4,5.3,0.6,0.5,11.6,9,91.3,85.8,0,20,5.2,82.8,12,10.4
WEST HARBOR HEALTHCARE,596,8,1,0,0,0,0,100,0,0,3.6,3.4,3.1,4.3,4.2,3.8,0.4,42.9,32,0,15,1.9,413316,51664.5,2,0.3,21.1,13.7,1.3,1.2,49,97.4,97,2.2,1.9,10.7,2.2,3.4,1.5,0.3,15.5,11.3,98.8,99.5,0,11.8,5,2.9,12.9,10.9
VIERRA COMMUNITIES,597,3,2,0,0,1,33.3,100,0,0,2.5,2.5,3,3.5,3.8,3.2,0.8,42.7,49.2,0.7,2,0.7,66996,22332,0,0,20.2,7.4,0.8,2.7,51.8,71.6,57,1.6,1.2,15.5,2.5,7.7,1.7,0.2,34.9,28,91.5,87.4,0,30.4,5.9,12.8,10.7,10.4
ATLAS HEALTHCARE,598,29,4,0,0,0,0,96.6,3.4,0,3.6,3,2.4,4.4,3.7,3.3,0.6,45.9,44.9,0.5,26,0.9,1600832,55201.1,1,0,24.9,9.2,0.9,2.1,59.9,77.5,76.3,1.7,1.3,13.4,3.2,4.4,0.8,0.2,9.7,9,95.1,88.9,0,24.6,4.6,22.6,19.4,10.7
CARLYLE SENIOR CARE,599,7,1,0,0,0,0,100,0,0,2,2.7,3,1.3,3.7,3.3,0.4,42.1,29.9,0,7,1,88830,12690,0,0,25,19.5,1.6,4.2,29.4,84.2,81.7,3,3.7,25.5,4.3,4.8,3.4,1.8,22.2,21,98.2,99.2,0,13.5,8.1,2.2,19.7,11.5
OPTALIS HEALTH & REHABILITATION,601,37,2,0,1,9,24.3,100,0,0,2.4,1.8,2.6,4.5,3.8,3.4,0.6,52.7,49.5,0.6,40,1.1,2178680,58883.2,14,0.4,25.5,9.6,0.9,1.7,70,85.2,91.6,2,1.4,12.4,2.6,6.5,1.1,0.6,11.1,8.1,96.4,97.7,0,22.5,5.9,17.2,18,10.9
PRESTIGE CARE CENTER,602,3,2,0,0,0,0,100,0,0,1.7,2,3,2.3,3.5,3.3,0.5,61.7,63.4,1,4,1.3,122376,40792,2,0.7,23.1,7.5,5.9,2,56.3,55.4,50.3,1.8,2.8,25.6,3.6,3.5,2.5,0.1,22.2,19.4,89.1,85.4,0,27.1,7.6,3.6,28.3,10.7
INTEGRITUS HEALTHCARE,603,15,1,0,0,0,0,6.7,93.3,0,2.9,2.9,3.3,2.6,4,3.5,0.6,45.5,39,0.3,12,0.8,300502,20033.5,0,0,25,12.8,1.5,1.7,45.1,86.3,89.7,1.7,1.6,17.3,3.6,3.9,2.5,0.9,23,20.9,93.7,96.9,0,27.6,5.5,27.2,18.8,11.2
PEACH HEALTH GROUP,604,5,1,0,1,1,20,100,0,0,1.8,2,1.8,2,3.2,2.8,0.3,47.3,47.2,0.8,6,1.2,91569,18313.8,1,0.2,24.6,12.6,8.8,2.4,47.2,47.5,43.1,2.2,2.2,22.7,2.8,5.4,2,2.5,17,21.3,86.2,67.9,0.5,16.3,4.7,20.6,23.6,10.5
REAL PROPERTY HEALTH FACILITIES,605,9,3,0,0,0,0,66.7,0,33.3,3.9,3.8,3.7,3.1,3.5,3.2,0.7,41.7,38.9,0.6,0,0,0,0,0,0,20.4,12,1.2,3.1,52.5,80.6,86.3,1.5,2.3,18.5,3.5,5.9,3.5,0.5,17.5,19.8,92.4,95.1,0,14.3,4.7,1.2,20.2,11.1
EASTERN HEALTHCARE GROUP,608,18,1,0,1,4,22.2,94.4,5.6,0,1.3,1.9,1.1,3.1,3.2,2.8,0.4,59.1,61.2,1.1,25,1.4,787354,43741.9,1,0.1,24.4,12.5,1,3.5,54.4,44.2,44.2,1.8,1.6,12.8,3.3,5.6,1.5,0.5,18.5,16.4,81.4,75.5,0,24,5.2,25.1,19,11.1
HUNTSVILLE HOSPITAL HEALTH SYSTEM,610,3,2,0,1,1,33.3,0,66.7,33.3,3.3,2.7,3.7,4.3,4.1,3.6,0.7,40.8,43.7,0,1,0.3,238745,79581.7,0,0,20.6,8.4,1,0.9,64.2,93.2,86.8,1.7,1.9,13.1,5.2,4.5,2,0.9,21.6,15.8,95.6,92.1,0,23.4,7.5,1.6,25.3,12.1
LIONSTONE CARE,611,22,1,0,1,0,0,100,0,0,2.6,2.3,1.8,4.6,3.3,3,0.6,57.9,58.8,1,29,1.3,673122,30596.5,5,0.2,22.7,11.2,1.1,1.6,52.6,52,63.1,2,2.5,10.9,3.1,3.2,0.2,0.1,5,3.9,87.5,80.8,0,22.9,7.9,49.2,23.8,11.1
PAVILION HEALTHCARE,612,5,1,0,0,0,0,100,0,0,2.4,2.6,1.8,3.8,3.2,2.9,0.6,31.5,32,0.4,10,2,345091,69018.2,4,0.8,26.9,8.2,1.9,2.7,30.4,41.5,37,1.8,1.9,18.1,1.1,4.1,0.3,0.4,10.1,8.1,92.8,83.4,0,25,7.1,92,13.7,11.6
STONEHENGE OF UTAH,613,5,1,0,0,0,0,80,0,20,4.4,3.6,4.6,4.2,4.1,3.5,1.4,43.7,25,0,3,0.6,26528,5305.6,0,0,19.6,16,0.4,2.4,59.9,94.8,97.3,1.2,1.6,8,2.2,5,1.9,0.7,31.3,20.3,96.7,99.9,0,24.1,4.2,2.7,18.1,9.5
VENZA CARE MANAGEMENT,614,22,7,0,1,1,4.5,100,0,0,2.5,2.6,3.3,2.4,4,3.4,0.6,53.1,45.5,0.5,17,0.8,825380,37517.3,1,0,25.5,14.3,1.5,1.8,45.1,80.2,89.2,2.4,2.2,19.9,3.8,5.5,1.6,0.7,17.5,17.4,92.9,93.7,0.2,20.3,5.2,2.4,22.9,11
AJC HEALTHCARE,616,14,1,1,1,4,28.6,100,0,0,2.3,2.2,2.2,4,4.2,3.8,0.3,48.5,58.3,0.9,8,0.6,837932,59852.3,3,0.2,24.3,15.2,1.3,1,50.1,87.6,91.9,1.9,2.5,11.1,2.3,2.9,0.7,0.3,10.2,9.7,99,98.8,0,15.6,4.1,10,16.8,11.1
ARBORETA HEALTHCARE,618,3,2,0,0,0,0,100,0,0,2.3,2.7,2,2.7,3.4,2.9,0.7,65.1,61.3,1.7,1,0.3,33598,11199.3,0,0,,,,,,90,82.4,1.7,2.6,27.9,4,2.3,2.6,3.5,17.2,18.4,97.7,93.8,0,23.9,5.8,5.6,22.7,12
CENTER MANAGEMENT GROUP,619,17,4,0,0,0,0,100,0,0,3.2,2.9,1.9,4.4,3.5,3.2,0.5,44.1,35,0.4,1,0.1,7901,464.8,0,0,22.9,9.4,0.9,1.2,63.9,70,67,1.9,1.3,7.8,2.7,5,0.3,0.2,5.9,7,95.5,89.2,0,22.8,7.1,57,18.5,10.9
PARADIGM HEALTHCARE,620,18,2,3,0,4,22.2,94.4,0,5.6,1.9,1.7,1.6,3.7,3.3,2.9,0.5,54.4,58,1.6,39,2.2,1485916,82550.9,7,0.4,27,10.7,1.4,2.2,52.9,89.3,90.8,2.2,2.4,14.1,2.4,5.8,0.2,0.1,7.8,12.8,97.9,97.8,0,11.3,4.7,1.2,20.6,10.7
SENIOR LIFESTYLE,621,2,2,0,0,0,0,100,0,0,4,3,4.5,4,4.3,3.9,1.5,31.2,26.3,0,3,1.5,81061,40530.5,0,0,16.4,12.5,1.5,5.1,53.6,86.8,89.3,1.7,0.6,8.5,1.9,3.1,0,3.1,27.4,15.4,91.9,98.2,0,28.9,5.4,2.1,7,9.4
PARADIGM SENIOR MANAGEMENT,623,8,1,0,0,0,0,87.5,0,0,3.3,4.4,1,2.7,3.2,2.8,0.3,57.1,37.5,0.7,3,0.4,52622,6577.8,1,0.1,32,16.5,4.6,1.3,64.7,22,18.5,2.2,3.6,32.8,7.7,4.3,5,1,15.1,15.5,76.1,62.2,0,8,10.8,10.3,20.9,11.3
SAINT THERESE SENIOR COMMUNITIES,624,4,3,0,0,0,0,0,100,0,4.5,3.8,4.8,4.3,4.7,4.2,1.5,41,33.5,0.3,0,0,0,0,2,0.5,29,9,1.1,1.9,64.5,95.3,93.8,1.2,0.9,12.9,4,3.7,2.2,0.4,24.8,15.5,98.8,99.3,0,28.5,8,5.9,8.1,11.2
TRANSITIONS HEALTHCARE,627,6,1,0,0,0,0,100,0,0,2.5,2.7,2.8,3,3.6,3.3,0.5,50.1,41.8,0.8,4,0.7,401246,66874.3,0,0,23.7,9.4,1.2,1.9,43.7,61.2,77.1,1.4,1.2,24.3,3,6.5,1.4,1.1,24.8,20.4,93.4,92.3,0,21.5,7.7,1.3,20.6,10.5
VOLARE HEALTH,628,16,3,1,4,2,12.5,100,0,0,1.9,1.6,3,3.4,4.5,4,0.5,52.8,60.4,1,26,1.6,1704362,106522.6,8,0.5,26.5,16.9,1.7,3,56.8,71.4,79.3,1.9,2.4,14.9,2.4,5.1,1.3,0.7,21.5,12.4,95.4,90.1,0,19.9,3.9,3.5,12.2,10.6
EMERALD HEALTHCARE,630,14,3,0,2,0,0,100,0,0,1.5,1.6,1.9,1.9,3.5,3.2,0.4,60.3,60.3,0.1,39,2.8,527064,37647.4,12,0.9,24.2,14.3,2.5,6.3,45.2,58.3,55.9,2.3,2.5,22.9,3.6,6.3,2.6,1,18.5,16.9,85.2,80.6,0.1,26.2,5.9,1.7,23.4,10.7
ARABELLA HEALTHCARE MANAGEMENT,633,12,3,0,0,3,25,100,0,0,3,2.6,2.8,3.9,3.5,3,0.7,63.2,67.3,1.5,13,1.1,303804,25317,3,0.3,26.1,12.9,2.4,2,48.6,82.4,91,1.7,1.5,20.1,2.4,6,0.7,0.6,7.9,5.9,96,94.5,0.1,10.2,5.4,1.4,18.8,11.5
VERTICAL HEALTH SERVICES,636,16,3,0,0,3,18.8,100,0,0,1.8,2.1,1.5,3.5,3.2,2.8,0.5,56,46.6,0.7,48,3,1668551,104284.4,7,0.4,22.5,12.9,2.4,1.6,33.8,68.2,65.5,1.8,1.4,25.9,2.6,4.7,1.1,0.6,10.9,8.4,92.2,91.8,0,20.8,3.1,60.8,24.6,10.8
CENTURY HEALTHCARE,638,9,1,0,1,3,33.3,100,0,0,1.9,1.8,1.8,3.9,3.3,3.1,0.5,47.8,51.6,0.8,11,1.2,660219,73357.7,3,0.3,23,11.2,1.6,1.8,56.3,52.7,62.7,1.7,1.5,21.2,2,3.6,0.9,0.7,9.8,8.1,88.9,90,0,23.7,5.8,17.7,23.4,10.9
YAD HEALTHCARE,640,13,3,1,0,2,15.4,100,0,0,1.8,2.3,1.5,2.9,3.2,2.8,0.4,64.5,62.5,0.9,18,1.4,613324,47178.8,3,0.2,25.1,15,1.9,5.8,62.6,66.6,62.2,2,2.8,15.9,3.2,7.2,1.2,0.3,20.6,14.4,94.4,88.1,0,24.8,9.8,9.4,18.7,11.3
SAPPHIRE HEALTH SERVICES,643,8,1,0,1,4,50,100,0,0,1.8,1.8,3.3,3.3,5.5,5,0.8,99.3,96.7,1,8,1,272264,34033,0,0,21.1,14.4,1.9,4,60.7,80.6,83.8,1.8,2.5,16.7,3.2,8.3,1.3,0.7,19.7,14.2,96.4,97.9,1,17.5,4.4,5.8,12.1,10
BENJAMIN LANDA,646,49,4,0,1,2,4.1,98,2,0,3.3,3.3,2.3,3.5,3.6,3.2,0.6,44.3,46.9,0.9,25,0.5,921881,18813.9,0,0,24.9,12.2,1.5,2.5,51.1,88.4,87,2.1,1.9,12.8,3.2,6.6,0.8,0.4,13.2,12.3,97.7,97.1,0.1,17.9,5.5,12.8,19.4,10.9
CELEBRATE SENIOR LIVING,647,3,2,0,0,0,0,66.7,33.3,0,3.3,4,2,3,3.7,3.3,0.6,39.2,43.4,0,3,1,51438,17146,0,0,23.4,12.5,0.5,3.4,51,80.5,85.5,2.8,1.7,15.8,3.8,5,1.9,0,22.7,16.6,97.8,93.8,0,25.8,8.2,65.8,15.1,10.7
HERITAGE OPERATIONS GROUP,651,9,1,0,0,2,22.2,11.1,77.8,11.1,2.2,2.9,2.2,1.4,3.3,3,0.6,49.6,41,0.2,11,1.2,800755,88972.8,8,0.9,22,22.9,2.5,6.5,33.8,76,87.6,1.7,3.3,15.7,5.7,5.7,2.7,2,32.3,27.9,98,96.8,1.2,29.1,8.9,11.5,15.1,10.2
INTEGRITY HEALTHCARE COMMUNITIES,652,5,1,0,1,1,20,100,0,0,1.8,2.2,1.4,2.4,3.1,2.7,0.5,61.1,54.9,0.7,5,1,651932,130386.4,3,0.6,16.6,18.4,2.4,0.2,34.7,69.3,56.8,1.6,3.2,28.5,6,1.8,1.5,3.3,27.9,21.4,93.6,84.7,0,21.3,7.5,34.5,29.4,10.9
KENDAL,653,7,4,0,0,0,0,14.3,85.7,0,4.4,3.9,4.7,3.7,4.9,4.4,1.3,31.9,22.6,0,3,0.4,32208,4601.1,0,0,20.2,8.4,1.7,0.6,61.8,90.8,89.7,1.4,1.5,12.9,5.2,4.6,2,2.9,23.5,26.4,99.8,96.1,0,24.7,3.7,0.7,14.7,10
LIFEBRITE HOSPITAL GROUP,654,2,2,0,0,0,0,100,0,0,2,2,2.5,3,3.6,3.1,0.8,29.3,40,0,1,0.5,177463,88731.5,0,0,20.5,6.1,12.5,1.8,21.4,44,60.1,1.7,1.8,24.6,1.7,6.1,5,1.4,20.8,20,100,95.8,0.3,14.5,4.6,1.5,29.1,10.8
PLAINVIEW HEALTHCARE PARTNERS,657,12,3,1,1,3,25,100,0,0,1.8,2.1,2.3,3.1,3.7,3.5,0.5,56.4,52.7,1.2,14,1.2,641631,53469.3,5,0.4,25.7,13.5,1.3,4.4,46.3,75.2,72.5,2,2.2,12.3,3.2,4.5,0.8,0.8,18.1,14.9,92.7,89.5,0.1,15.9,7.4,6.4,22.5,11.4
RILEY SPENCE SENIOR LIVING,658,5,1,0,0,0,0,100,0,0,1.2,2.6,1.4,1.4,3.3,3,0.2,56.7,67.3,2.8,1,0.2,132696,26539.2,0,0,28.2,16.7,1.3,1.4,36.7,64,59.7,2.3,2.3,27.5,5,4.1,3.9,3.1,16.7,17,93.1,79.8,0,14.2,9.8,7,24.9,11.4
SERRANO GROUP,659,11,1,0,2,2,18.2,100,0,0,2.5,2,3.1,4.4,4.3,3.8,0.5,43.9,54.3,0.6,19,1.7,802989,72999,14,1.3,21.8,8.3,0.7,1.2,53.6,90.7,90.6,3,1.3,7.4,0.8,4.9,1.2,0.4,7.9,8.1,96.9,98.4,0.1,13.9,4.5,10.3,12.5,10.9
STERN CONSULTANTS,661,21,3,0,0,1,4.8,100,0,0,2.8,2.7,2.2,4,3.7,3.1,0.6,45.3,49.5,0.7,26,1.2,1225349,58350,5,0.2,23.7,13.2,0.7,1.7,49.7,76.8,80.8,1.9,2.1,15.5,3,3.2,0.9,0.4,10.7,10.6,95.7,92.8,0.1,23.4,9.6,33.1,23.3,11.2
ALIYA HEALTHCARE,663,12,1,0,0,3,25,100,0,0,2.5,2.4,1.4,4.3,3.2,3,0.6,46.1,51.3,1,30,2.5,1685410,140450.8,17,1.4,24.2,10.1,1.7,0.7,57.9,47.5,57.1,1.6,1.1,20.2,1.7,5.6,0.2,0.1,8.2,6.9,88,81.5,0,20.8,7.3,91.7,11.3,11.1
KR MANAGEMENT,667,5,1,0,0,0,0,100,0,0,4.4,3.4,3,5,4,3.6,0.8,47.4,51.6,1,2,0.4,38350,7670,0,0,25.3,7.4,0.8,1,60.8,97.7,99.7,1.9,0.5,3.5,2.6,2.6,0.3,0,9.8,5.1,100,100,0,9.7,5.3,9.6,17.3,10.5
VANTAGE CARE,669,8,1,0,1,1,12.5,100,0,0,2.3,2.6,2.5,2.4,3.8,3.5,0.4,39.2,48.2,1,5,0.6,117207,14650.9,1,0.1,27.1,11.9,2,2.1,45,70.3,69,2.1,1.7,19.6,3.9,5.5,2.3,0.8,16.5,16.1,97.4,94.2,0.1,23.8,5.9,2.8,19.1,11.6
WELLSENTIAL HEALTH,670,68,1,0,0,9,13.2,4.4,51.5,44.1,2.6,2.8,1.4,4.2,3.1,2.8,0.3,44,41.8,0.6,92,1.4,2555865,37586.3,2,0,25.5,10.7,1.5,2.1,50.7,92.6,93.9,2,1.9,9.1,3.3,3.1,0.3,0.1,9.4,12.6,98,98.3,0,12,3.2,1.1,16.4,11
ADVENTIST HEALTH,671,5,1,0,0,0,0,20,80,0,4,3.8,3.8,3.8,5.5,4.9,1.5,22.8,14.9,0,2,0.4,123442,24688.4,2,0.4,19.2,7.1,3,0.4,50.2,97.4,85.2,1.6,1.8,18,1.3,4.1,3.2,4.6,10,13.5,96,99.1,0.2,11.8,5.2,0.6,16.8,11.5
CARE & REHAB,673,6,2,0,0,0,0,100,0,0,4,3.5,4.5,3.5,4.2,3.8,0.9,32.1,27,0.3,2,0.3,165175,27529.2,1,0.2,22.1,18.8,0,3.8,48.5,81.6,83.4,0.8,2.3,15.6,2.2,6,1.7,2.7,21,20.5,97.8,98.5,0,25,3.2,4.2,10.8,9.6
EVERYAGE SENIOR LIVING,675,4,2,0,0,0,0,25,75,0,4.8,4.5,5,3.3,4.8,4.5,0.7,37.9,33.1,0,1,0.3,8018,2004.5,0,0,22.5,9.8,0.7,3.8,56.4,88.3,87,1.6,1.4,12.7,5.3,8.4,5.7,0.5,21.4,22.5,96.2,93.6,0,22.7,6.3,1.1,21.5,10.4
PERSONAL HEALTHCARE MANAGEMENT,677,21,2,0,0,0,0,100,0,0,3,2.9,3.2,3,3.4,2.9,0.6,47,36.8,0.4,23,1.1,513592,24456.8,0,0,22.2,12.6,1.5,2.6,53,76.7,77.2,1.8,2.1,15.4,3.6,6.5,1.2,0.5,15.3,14.4,94.3,94.2,0.1,20.9,8.2,5.1,15.4,10.5
ALPHA SNF MA,680,5,1,0,0,1,20,100,0,0,1.6,1.4,1.6,2.8,3.4,3.2,0.5,,,,14,2.8,220480,44096,1,0.2,25.8,11.6,0.9,2.3,50.8,45,65.9,1.9,1.7,21.7,2.6,4.8,1.1,1.1,25.3,25.9,93.6,92.9,0,20.5,6.6,9.1,22.4,10.4
BAYSHIRE SENIOR COMMUNITIES,682,12,1,0,1,1,8.3,91.7,0,0,3.2,2.7,2.6,4.4,4.2,3.9,0.5,44.3,41.2,0.6,44,3.7,717262,59771.8,4,0.3,25.3,14.2,0.5,1,66,96.1,97.1,2,2.2,10.8,1.6,3.4,0.4,0.3,10.5,8.7,98.4,99,0,7.5,4.3,7.4,19,11.3
CIVITA CARE CENTERS,683,6,1,0,0,5,83.3,100,0,0,1.8,2,2.3,2.3,3.7,3.3,0.6,40.8,47.9,0,4,0.7,95804,15967.3,0,0,29.3,10,3,1.9,50,65.5,68.2,2.3,2.1,25.7,2.8,4.4,2.2,1.2,20.9,22.1,87.3,75.1,0,16.8,8.2,14.8,15.9,11.1
FELICIAN SERVICES,684,3,3,0,0,1,33.3,0,100,0,3.3,3,4,3.7,4.6,4.2,0.7,39.6,31.3,0.5,2,0.7,39719,13239.7,0,0,26.8,10.6,1.2,1.9,43.9,84,93.6,0.6,0.7,14.2,2.4,4.7,5.8,3,28.4,30.8,90.2,98.3,0,30.7,3.8,0.4,20.4,12.1
THE ROSENBERG FAMILY,685,14,5,0,0,1,7.1,100,0,0,2.3,1.6,3.9,4.1,3.9,3.5,0.6,43.8,32.7,0.1,11,0.8,665130,47509.3,1,0.1,25.6,11.1,1.2,2.1,67.4,69.8,70.5,2.4,1.4,12,2.6,4.4,0.7,0.4,7.2,9.3,92,87,0,19.5,4.9,16.3,20.1,11.1
ELEVATION HEALTHCARE,686,5,2,0,0,0,0,100,0,0,1.2,2,1,2.6,3.3,2.9,0.4,63.2,61.7,,29,5.8,220184,44036.8,0,0,27.8,15.2,3,1.3,42.1,58.6,71.3,2.4,2.8,16,2.9,4.8,1.6,0.4,15.9,16.9,87.9,90.9,0,14.9,4.5,18,21.7,10.5
VIVO HEALTHCARE,688,15,1,0,0,1,6.7,100,0,0,2.5,2,2.7,4.3,3.5,3.2,0.5,49.4,54.4,0.6,28,1.9,346801,23120.1,1,0.1,25.4,7.9,1,1.7,49.4,93.5,89.1,2.2,1.3,6.9,2.2,4.9,0.4,0.5,8.6,6.9,100,96.7,0,10.5,6.9,5.3,13.8,10.9
COLEV GESTETNER,689,7,4,0,0,0,0,100,0,0,4.1,3.7,3.1,4,3.9,3.5,0.6,43.5,34.2,0.6,5,0.7,49674,7096.3,0,0,27.4,7.3,1.1,1.8,69.5,82.9,75.5,2.4,1.4,10.3,2.1,5.5,0.5,0.3,5.5,5.5,99.1,90.6,0,18,5.5,18.4,15.2,11
PACS GROUP,690,279,16,4,11,30,10.8,100,0,0,3,2.5,2.4,4.3,3.9,3.5,0.5,46.7,47.4,0.5,254,0.9,9310060,33369.4,71,0.3,22.7,12.4,1.2,1.6,62.9,87.1,89.5,1.8,1.6,11.7,2.1,4,0.7,0.4,9.9,8.1,96.1,96,0.1,15.4,3.2,18.5,16.7,10.7
CAVALIER HEALTHCARE,691,4,3,0,0,1,25,100,0,0,2,2.3,3,3,3.8,3.2,0.4,50.9,66.2,1.3,12,3,81098,20274.5,0,0,32.7,14.5,2.8,1.9,58.6,90.4,90.8,2.6,2.9,11.2,3.5,4.5,2.1,0.2,17.6,17.6,91.8,97.9,0,15.2,4.6,0.3,22.3,11.5
