owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Lakeland Investors LLC,8527040872,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Hba Health System LLC,8527067057,3,3,"portfolio,network",index,two_or_more_active_facilities
Theresa Pfeffer,8527108265,4,4,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Theodore Pollak,8527110451,8,8,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Corey Hamil,8527110931,1,1,network,index,single_facility_with_context:network
Archie Spigner,8527118298,1,1,network,index,single_facility_with_context:network
Gayle F. Robinson,8527120286,1,1,network,index,single_facility_with_context:network
Karen S Gross,8527122142,1,1,network,index,single_facility_with_context:network
Priyadarshini G Rao,8527122183,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Ammir S Rabadi,8527133644,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Stuart M Wright,8527137710,1,1,network,index,single_facility_with_context:network
Jeffrey Emhof,8527153071,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Rabee Korbaj,8527156272,2,2,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Christine M Deschamps,8527158740,1,1,network,index,single_facility_with_context:network
Kareem Hamad,8527201763,1,1,network,index,single_facility_with_context:network
"Amerifalls, LLC",8527214972,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Benjamin Einhorn,8527215789,4,4,"sffc,portfolio,network",index,two_or_more_active_facilities
Arnold Heinemann,8527218395,3,3,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
"UHS-PRUITT Holdings, Inc.",8527218858,81,81,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Robert Re,8527220110,2,2,"portfolio,network",index,two_or_more_active_facilities
Joel Leifer,8527248186,55,55,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Sabrina L Cameron,8527250828,1,1,network,index,single_facility_with_context:network
"Suffolk Restorative Therapy & Nursing, LLC",8527254838,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Brian Pollett,8527263656,1,1,network,index,single_facility_with_context:network
Joseph Mingione,8527269588,1,1,network,index,single_facility_with_context:network
Solomon Melamed,8527281377,2,2,"abuse,portfolio,network",index,two_or_more_active_facilities
Joshua Jacobs,8527285790,1,1,network,index,single_facility_with_context:network
Elizabeth Vicencio,8527292390,3,3,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
"Palm Garden Healthcare Holdings, LLC",8527294206,14,14,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Suri Reich,8527307362,3,3,"abuse,portfolio,network",index,two_or_more_active_facilities
Carolina Escander,8527319896,1,1,network,index,single_facility_with_context:network
Massapequa Center LLC,8527324938,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Charles Light,8527341189,1,1,network,index,single_facility_with_context:network
Oak Management Holdings LLC,8527342823,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Alec C Davis,8527346741,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Michelle Savage,8527360163,1,1,network,index,single_facility_with_context:network
Daniel Cleaver,8527362268,1,1,network,index,single_facility_with_context:network
Aaron Mayer,8527363613,16,15,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Solaris Healthcare Coconut Creek LLC,8527369180,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Warren D Zysman,8527370865,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Herbert Heflich,8527373018,1,1,network,index,single_facility_with_context:network
David C Jones,8527379916,2,2,"portfolio,network",index,two_or_more_active_facilities
Lori Toombs,8527382290,1,1,network,index,single_facility_with_context:network
Lym Gw LLC,8527383512,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Kprh IV Operations LLC,8527386713,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Howard Greenspan,8527393990,6,6,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Kyle Moseley,8527409994,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Ch Acc II Holdings LLC,8527413855,5,5,"sffc,portfolio,network",index,two_or_more_active_facilities
Pc Middlebury Opco LLC,8527414465,1,1,network,index,single_facility_with_context:network
Oakpark Rehab Holdings LLC,8527421890,1,1,network,index,single_facility_with_context:network
Fl Master Opco Holdco II LLC,8527422138,10,10,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
West Delray Intermediate Opoc Holdco LLC,8527425115,1,1,network,index,single_facility_with_context:network
Hillside Operations LLC,8527426675,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
"Destin Senior Care, LLC",8527427814,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
James Glynn,8527432897,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Waterford Opco LLC,8527435247,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Scott Fisher,8527439967,7,7,"multi_state,portfolio,network",index,two_or_more_active_facilities
Donald Payton,8527440270,1,1,network,index,single_facility_with_context:network
Millis Buckley,8527445196,1,1,network,index,single_facility_with_context:network
Martha Martynski,8527445378,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Vero Beach Opco Holdings LLC,8527446954,1,1,network,index,single_facility_with_context:network
Jennifer Henley,8527449917,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Robert Smolin,8527454446,1,1,network,index,single_facility_with_context:network
Thomas Grogan,8527468073,1,1,network,index,single_facility_with_context:network
Hawthorne Ocala Operations LLC,8527476506,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Tina Conzelman,8527482355,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Aaron Sodden,8527498658,3,3,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Grant L Buckner,8527501956,1,1,network,index,single_facility_with_context:network
Optima Care Brentwood LLC,8527505817,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Nicholas Tipton,8527530252,1,1,network,index,single_facility_with_context:network
Unknown party,8527533819,1,1,network,index,single_facility_with_context:network
Unknown party,8527534874,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8527540194,1,1,network,index,single_facility_with_context:network
Ccg Alabama Consulting Holdings LLC,8527540210,2,1,"sffc,multi_state,portfolio,network",index,"single_facility_with_context:sffc,multi_state,portfolio"
Kendra Stephens,8527540509,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,8527541697,1,1,network,index,single_facility_with_context:network
Unknown party,8527541952,1,1,network,index,single_facility_with_context:network
Unknown party,8527542380,1,1,network,index,single_facility_with_context:network
Unknown party,8527543644,1,1,network,index,single_facility_with_context:network
Unknown party,8527544436,1,1,network,index,single_facility_with_context:network
Unknown party,8527544972,1,1,network,index,single_facility_with_context:network
Stamford Care Center Realty Holdco LLC,8527545086,1,1,network,index,single_facility_with_context:network
Unknown party,8527545615,1,1,network,index,single_facility_with_context:network
Unknown party,8527546688,1,1,network,index,single_facility_with_context:network
Pinecrest SNF Intermediary Holdings LLC,8527546902,1,1,network,index,single_facility_with_context:network
James G Callaway,8527547389,1,1,network,index,single_facility_with_context:network
Unknown party,8527547439,1,1,network,index,single_facility_with_context:network
Unknown party,8527548254,1,1,network,index,single_facility_with_context:network
Unknown party,8527548924,1,1,network,index,single_facility_with_context:network
Unknown party,8527549013,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,8527549948,1,1,,noindex_follow,single_facility_no_context
Unknown party,8527550268,1,1,network,index,single_facility_with_context:network
Unknown party,8527550821,1,1,network,index,single_facility_with_context:network
Unknown party,8527550862,1,1,network,index,single_facility_with_context:network
Unknown party,8527551522,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Robert Ziegenhagen,8527551860,1,1,network,index,single_facility_with_context:network
Unknown party,8527552876,1,1,network,index,single_facility_with_context:network
Abraham Rutner,8527553072,1,1,network,index,single_facility_with_context:network
Alex Hughes,8527554765,1,1,network,index,single_facility_with_context:network
Nissan Gordon,8527558071,1,1,network,index,single_facility_with_context:network
Juliette Lyon,8527559624,1,1,network,index,single_facility_with_context:network
Unknown party,8527562362,1,1,network,index,single_facility_with_context:network
Unknown party,8527568336,1,1,network,index,single_facility_with_context:network
Unknown party,8527568500,1,1,network,index,single_facility_with_context:network
Unknown party,8527568658,1,1,network,index,single_facility_with_context:network
Unknown party,8527569912,1,1,network,index,single_facility_with_context:network
Unknown party,8527570522,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8527571165,1,1,network,index,single_facility_with_context:network
Unknown party,8527571454,1,1,network,index,single_facility_with_context:network
Unknown party,8527571736,1,1,network,index,single_facility_with_context:network
Unknown party,8527573245,1,1,network,index,single_facility_with_context:network
Kelly Ann Calamusa,8527573393,1,1,network,index,single_facility_with_context:network
Alexander Kotrides,8527575877,1,1,network,index,single_facility_with_context:network
Unknown party,8527576149,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Jack Mabry III,8527577048,1,1,network,index,single_facility_with_context:network
Lisa Coe,8527577634,1,1,network,index,single_facility_with_context:network
Unknown party,8527583582,1,1,network,index,single_facility_with_context:network
Unknown party,8527586106,1,1,network,index,single_facility_with_context:network
Tanya Olaviany,8527586379,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Markus Buettner,8527587393,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Bonadio & Co LLP,8527592872,17,17,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Aviva Kahanow,8527594498,13,11,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Don J King,8527962398,1,1,network,index,single_facility_with_context:network
Bon Secours Community Hospital,8527964774,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Belleair East Hcc, LLC",8527971209,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Norman Siegel,8527972702,1,1,network,index,single_facility_with_context:network
"Indian River Center, LLC",8527977560,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Hackensack Meridian Ambulatory Care, Inc.",8527978774,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Joseph M Misiti,8527978980,1,1,network,index,single_facility_with_context:network
Allen L Lempel,8628016565,1,1,network,index,single_facility_with_context:network
Robert G Carillo,8628020765,2,2,"portfolio,network",index,two_or_more_active_facilities
Eugene Gibilaro,8628023025,1,1,network,index,single_facility_with_context:network
Simone Kraus,8628023918,2,2,"portfolio,network",index,two_or_more_active_facilities
Hillside Manor Rehabilitation and Extended Care Center LLC,8628034634,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Ali Mirza,8628038338,3,3,"portfolio,network",index,two_or_more_active_facilities
Ridgeview Health Care Center Inc.,8628049434,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Robert J Entel,8628055167,1,1,network,index,single_facility_with_context:network
Thomas H Carman,8628056348,2,2,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Laurie J Mante,8628077567,2,2,"portfolio,network",index,two_or_more_active_facilities
Beatrice Carillo,8628079365,1,1,network,index,single_facility_with_context:network
"Care One at Parsippany Troy Hills, LLC",8628085206,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Karim J Khimani,8628087780,1,1,network,index,single_facility_with_context:network
Alfred F Tallia,8628103645,1,1,network,index,single_facility_with_context:network
Robert C Garrett,8628104346,1,1,network,index,single_facility_with_context:network
"Brooks Skilled Nursing Facility, a, Inc.",8628105699,1,1,"abuse,network,affiliated,operator_grouping",index,"single_facility_with_context:abuse,network,affiliated"
Joseph Gelormini,8628142254,1,1,network,index,single_facility_with_context:network
Daniel T Rowe,8628143385,1,1,network,index,single_facility_with_context:network
Maria E Perez,8628156577,1,1,network,index,single_facility_with_context:network
David Dalrymple,8628168846,1,1,network,index,single_facility_with_context:network
Patti Arnold,8628172624,3,3,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Krishna Tewari,8628192929,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Palm Garden of West Palm Beach LLC,8628205366,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Barbara E Alford,8628207412,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Rosemary Mclaughlin,8628207982,1,1,network,index,single_facility_with_context:network
Chaim Lowenbraun,8628208287,2,2,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Aristacare at Manchester,8628209350,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Galloway Nursing & Rehab LLC,8628210481,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Redwood Holdings LLC,8628215936,16,16,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Shanon Penson,8628219235,1,1,network,index,single_facility_with_context:network
Jeffrey Methven,8628219730,1,1,network,index,single_facility_with_context:network
David G Case,8628221157,1,1,network,index,single_facility_with_context:network
Mark Christopher Dirlam,8628234309,1,1,network,index,single_facility_with_context:network
"Royal Oak Nursing Center, LLC",8628239266,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Daniel O'neill,8628242724,1,1,network,index,single_facility_with_context:network
Wells Nursing Home Inc,8628243391,1,1,"abuse,affiliated,operator_grouping",index,"single_facility_with_context:abuse,affiliated,operator_grouping"
3 Industrial Way East Operations LLC,8628254307,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Daniel J Jones,8628259124,1,1,network,index,single_facility_with_context:network
Arun Arora,8628262557,2,2,"portfolio,network",index,two_or_more_active_facilities
Daniel W Williamson,8628293016,1,1,network,index,single_facility_with_context:network
Tzivy Roberts,8628296860,7,7,"multi_state,portfolio,network",index,two_or_more_active_facilities
Alex A Amselem,8628299146,3,3,"portfolio,network",index,two_or_more_active_facilities
Kathleen A Horn,8628305604,1,1,network,index,single_facility_with_context:network
"Complete Care at Arbors, LLC",8628308228,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Derrick Henry,8628310034,1,1,network,index,single_facility_with_context:network
Barbara Albrecht,8628312964,3,3,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Cody White,8628315470,1,1,network,index,single_facility_with_context:network
"Family of Caring Healthcare at Ridgewood, LLC",8628321569,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Kentucky Hospital Holdings Jv LP,8628325438,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
L&A Operational LLC,8628325628,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Complete Care at Bey Lea LLC,8628325750,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Gurinder Kaur,8628342185,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Patricia Ryan,8628342706,1,1,network,index,single_facility_with_context:network
Yertle Operations LLC,8628345204,1,1,"sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,network,affiliated"
Marlies Sarrett,8628351350,1,1,network,index,single_facility_with_context:network
Jennifer Strauss,8628353984,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Mendel Rottenberg,8628359296,1,1,network,index,single_facility_with_context:network
Clara E Tryon,8628359965,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Gary Gross,8628380458,1,1,network,index,single_facility_with_context:network
MD Friedman Family 2017 Trust,8628400348,16,16,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Lindsay Weaver,8628409588,1,1,network,index,single_facility_with_context:network
Richard Clarke,8628414679,1,1,network,index,single_facility_with_context:network
Lake City Fl Opco LLC,8628416047,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Green Cove Holdco LLC,8628420353,1,1,network,index,single_facility_with_context:network
J1513 LLC,8628430006,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Cedarbrook Operations LLC,8628431608,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Nathan Cohen,8628443215,1,1,network,index,single_facility_with_context:network
Christine Edelson,8628443942,1,1,network,index,single_facility_with_context:network
Brian Davis,8628451689,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Westchester Park Ventures LLC,8628453545,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Senga Trust,8628455623,1,1,network,index,single_facility_with_context:network
Kenneth Rone Baldwin,8628457819,1,1,network,index,single_facility_with_context:network
Boca Op Holding,8628461407,1,1,network,index,single_facility_with_context:network
Natalie Brown,8628461415,3,3,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
De 2021 Irrv Tr,8628465960,20,20,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Diane Symcak,8628471042,1,1,network,index,single_facility_with_context:network
Ftk Capital LLC,8628477395,2,2,"portfolio,network",index,two_or_more_active_facilities
Anil Jagtiani,8628479565,1,1,network,index,single_facility_with_context:network
Lce Partners LLC,8628484037,8,8,"portfolio,network",index,two_or_more_active_facilities
Seaside Center Operations LLC,8628488574,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Ryan J Mikac,8628491487,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Nancy Fitzgerald,8628517612,1,1,network,index,single_facility_with_context:network
Unknown party,8628548112,1,1,network,index,single_facility_with_context:network
Unknown party,8628548872,1,1,"sff,network",index,"single_facility_with_context:sff,network"
Unknown party,8628549623,1,1,network,index,single_facility_with_context:network
Unknown party,8628551157,1,1,network,index,single_facility_with_context:network
Unknown party,8628554532,1,1,network,index,single_facility_with_context:network
Unknown party,8628554540,1,1,network,index,single_facility_with_context:network
Unknown party,8628554938,1,1,network,index,single_facility_with_context:network
Ana Carian,8628554953,1,1,network,index,single_facility_with_context:network
Unknown party,8628554961,1,1,network,index,single_facility_with_context:network
Regions Bank,8628555612,1,1,network,index,single_facility_with_context:network
Tzivia Bruckenstein,8628556016,1,1,network,index,single_facility_with_context:network
Floridean Realty Holdings LLC,8628556131,1,1,network,index,single_facility_with_context:network
Unknown party,8628556784,1,1,network,index,single_facility_with_context:network
Unknown party,8628557485,1,1,network,index,single_facility_with_context:network
Ky Realty Associates Trust,8628558731,2,0,"portfolio,network",suppress,no_active_facilities
Ky SNF Associates LLC,8628558749,2,0,"portfolio,network",suppress,no_active_facilities
Hamilton Property LLC,8628560646,1,1,network,index,single_facility_with_context:network
Unknown party,8628560927,1,1,network,index,single_facility_with_context:network
Unknown party,8628561982,1,1,network,index,single_facility_with_context:network
Stephanie Gabala,8628562295,1,1,network,index,single_facility_with_context:network
"Crestview Manor, Inc .",8628562568,1,1,network,index,single_facility_with_context:network
Cathy Stukes,8628562972,1,1,network,index,single_facility_with_context:network
Unknown party,8628564705,1,1,network,index,single_facility_with_context:network
Unknown party,8628564747,1,1,network,index,single_facility_with_context:network
Suburban Nursing & Mobile Homes Inc,8628564861,1,1,network,index,single_facility_with_context:network
Magda Solorzano,8628569159,1,1,network,index,single_facility_with_context:network
Rb SNF Consulting LLC,8628573656,1,1,network,index,single_facility_with_context:network
Neha Merchant,8628577418,1,1,network,index,single_facility_with_context:network
Unknown party,8628578283,1,1,network,index,single_facility_with_context:network
Unknown party,8628579125,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8628579323,1,1,network,index,single_facility_with_context:network
Unknown party,8628580834,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8628581378,1,1,network,index,single_facility_with_context:network
Thomas Troyer,8628582780,1,1,network,index,single_facility_with_context:network
Unknown party,8628582848,1,1,network,index,single_facility_with_context:network
Unknown party,8628583911,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,8628584463,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8628585510,1,1,network,index,single_facility_with_context:network
Waters Edge Care and Rehab Center LLC,8628590924,1,1,"sff,affiliated,operator_grouping",index,"single_facility_with_context:sff,affiliated,operator_grouping"
Unknown party,8628592870,1,1,network,index,single_facility_with_context:network
Unknown party,8628596152,1,1,network,index,single_facility_with_context:network
Unknown party,8628596251,1,1,network,index,single_facility_with_context:network
Unknown party,8628597689,1,1,network,index,single_facility_with_context:network
Baya Osprey Mt LLC,8628598653,2,2,"portfolio,network",index,two_or_more_active_facilities
Acts Alliance Management LLC,8628599354,4,4,"multi_state,portfolio,network",index,two_or_more_active_facilities
James Cox-chapman,8628975125,1,1,network,index,single_facility_with_context:network
Sky View Rehabilitation Health Care,8628980612,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Public Health Trust of Miami Dade County Florida,8628981925,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Eastchester Rehabilitation and Health Care Center LLC,8628985322,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Michael Melnicke,8628986932,9,9,"abuse,portfolio,network",index,two_or_more_active_facilities
Trinity Health Corporation,8628988441,14,14,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
"Elmwood Evesham Associates, LLC",8628989431,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Edward Griffith,8729026976,1,1,network,index,single_facility_with_context:network
Renante Ignacio,8729031489,1,1,network,index,single_facility_with_context:network
William F Grella,8729045380,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
St Johns Rehabilitation Hospital and Nursing Center Inc,8729047147,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Gary Grayson Lehman,8729056817,2,2,"portfolio,network",index,two_or_more_active_facilities
John D Fitts,8729057948,2,2,"abuse,portfolio,network",index,two_or_more_active_facilities
Michael Hochberg,8729069265,1,1,network,index,single_facility_with_context:network
David D Wirtz,8729072434,1,1,network,index,single_facility_with_context:network
Bernard Fuchs,8729081344,19,19,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Nicholas J Aquino,8729098140,1,1,network,index,single_facility_with_context:network
Hope L Rouda,8729099262,2,2,"multi_state,portfolio,network",index,two_or_more_active_facilities
Brian B Ibrahim,8729104708,1,1,network,index,single_facility_with_context:network
Al Goldberg,8729110275,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Kathryn Richardson,8729112594,1,1,network,index,single_facility_with_context:network
Sherry Humphrey,8729117882,1,1,network,index,single_facility_with_context:network
Joseph Klein,8729118153,6,6,"sffc,portfolio,network",index,two_or_more_active_facilities
Jeri L Beutler,8729122445,1,1,network,index,single_facility_with_context:network
Mark Sullivan,8729125240,1,1,network,index,single_facility_with_context:network
Cayuga Ridge LLC,8729127352,1,1,"sffc,affiliated,operator_grouping",index,"single_facility_with_context:sffc,affiliated,operator_grouping"
Bridgett M Chasko,8729134309,1,1,network,index,single_facility_with_context:network
Janet Levin,8729139571,1,1,network,index,single_facility_with_context:network
Kenneth Smoot,8729151006,11,11,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Catskill Crossings LLC,8729170352,1,1,"abuse,affiliated,operator_grouping",index,"single_facility_with_context:abuse,affiliated,operator_grouping"
Roy A Hillman,8729175575,1,1,network,index,single_facility_with_context:network
Jason Davis,8729176557,1,1,network,index,single_facility_with_context:network
Dorothy Corbett,8729180542,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
"Margaret Anna Cusack Care Center, Inc",8729183520,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Bernadette Demisay,8729184148,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Tibor Klein,8729186093,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Sk 2013 Investment Tr Ua 03252013,8729210414,17,17,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Kevin St. John,8729217484,2,2,"multi_state,portfolio,network",index,two_or_more_active_facilities
Cooper Operating LLC,8729218276,1,1,"sff,affiliated,operator_grouping",index,"single_facility_with_context:sff,affiliated,operator_grouping"
Jaime Huertas,8729221072,1,1,network,index,single_facility_with_context:network
Shmuel Skaist,8729227061,1,1,network,index,single_facility_with_context:network
Daniel Isacksen,8729227392,8,8,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Ashok C Chopra,8729228929,1,1,network,index,single_facility_with_context:network
Mary Alice Stickney,8729233440,2,2,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Jason N Prager,8729234497,1,1,network,index,single_facility_with_context:network
"Aspen Hills Healthcare Center, LLC",8729236591,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Thomas J Quatroche,8729242037,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Prime Healthcare Holdings Inc,8729244702,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Chani Lefkowitz,8729248711,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Oswego Health Inc,8729252770,1,1,network,index,single_facility_with_context:network
"Mayfair Care Center, Inc.",8729253646,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Thomas Cichy,8729254669,1,1,network,index,single_facility_with_context:network
David Cytryn,8729255906,2,2,"portfolio,network",index,two_or_more_active_facilities
Ed Alberts,8729298492,1,1,network,index,single_facility_with_context:network
New Britain Operations LLC,8729300173,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
John Gagnon,8729318365,1,1,network,index,single_facility_with_context:network
Irving Langer 2014 Family Trust U/T/A,8729337134,3,3,"sffc,portfolio,network",index,two_or_more_active_facilities
James Renninger,8729343884,1,1,network,index,single_facility_with_context:network
170 West Avenue Operating Company LLC,8729354931,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Samuel Paneth Tr,8729357603,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Gintaras Cepas,8729361407,1,1,network,index,single_facility_with_context:network
John Myers,8729380902,1,1,network,index,single_facility_with_context:network
John James Dwyer,8729385877,2,2,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Knisha Williams,8729390455,1,1,network,index,single_facility_with_context:network
Yaakov Dorfman,8729397153,7,7,"multi_state,portfolio,network",index,two_or_more_active_facilities
Mousa Issa,8729414768,3,3,"portfolio,network",index,two_or_more_active_facilities
Carlen Maddux,8729415427,1,1,network,index,single_facility_with_context:network
Jennifer Carpentieri,8729420104,1,1,network,index,single_facility_with_context:network
500 Hospital Dr Opco LLC,8729424080,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Health Care Professional Consulting Services, Inc.",8729424775,1,1,network,index,single_facility_with_context:network
Jonathan Hart,8729428107,1,1,network,index,single_facility_with_context:network
Countryside Blvd Opco LLC,8729437215,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Hornc Operating LLC,8729437348,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
