Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"AVINA HEALTHCARE",819,9,1,0,0,1,11.1,100,0,0,2.2,2.1,2.2,3.4,3.4,2.9,0.6,46.9,48.3,0.1,9,1,297935,33103.89,2,0.2,25.4,18.1,0.4,2.4,49.5,74.5,86.5,1.7,2.1,13.9,2.7,7.1,2,0.3,12.5,7.1,94.2,92.9,0,21.5,5.7,6.4,18.3,10.1
"AVIR HEALTH GROUP",719,118,1,0,3,22,18.6,84.7,0,15.3,2.3,2.4,1.6,3.6,3.2,2.9,0.3,57.9,58.8,0.6,202,1.7,7676381,65054.08,19,0.2,25.8,12.6,1.8,1.9,51.1,86.9,88.5,2.2,2.3,9.7,3.4,4.3,0.4,0.2,14.5,15.4,98.3,96.1,0.1,11.9,2.4,1.3,23,11.3
"AVON HEALTHCARE",840,9,1,0,0,2,22.2,100,0,0,2.4,2.1,3,3.7,3.7,3.3,0.5,53.7,57.2,1,34,3.8,705173,78352.56,5,0.6,23.5,18.6,1.7,1.7,61.6,84.8,89.6,2.1,2.4,19.1,2.7,5.3,1,0.4,11.8,10.6,98.3,99,0,19.1,3.9,6.5,22.3,11.3
"AXIOM HEALTHCARE",746,7,1,0,1,4,57.1,100,0,0,1.4,2,1.3,1.4,3.3,2.8,0.5,58.9,43,0.5,20,2.9,1476943,210991.86,12,1.7,23.7,16.4,3.8,3,37.1,51.3,58.5,2.2,3.1,24.4,6.3,8.6,1.4,0.8,21.3,25.6,89.4,84.4,0.3,25,7.1,22.9,24.6,11.3
"AYDEN HEALTHCARE",63,11,1,0,0,0,0,100,0,0,2.2,1.9,1.6,4.5,3.4,3,0.4,48.8,50.5,0.7,4,0.4,252602,22963.82,1,0.1,24.6,13.7,1.1,1.2,53.6,63.6,74,2.2,2.2,7.4,2.6,3.1,0.3,0.1,3.8,2.5,89.1,94.9,0,20.4,6.7,25.3,29.3,11
"AZRIA HEALTH",64,9,2,0,1,1,11.1,100,0,0,1.6,1.9,2.9,1.6,3.9,3.5,0.5,51.2,52.5,0.7,9,1,169715,18857.22,3,0.3,23.3,15.2,3.4,4.2,48.7,62.2,71.7,2.1,3.5,18.6,4.9,4.8,4.1,2.8,30.8,27.1,91.5,92.8,0.3,25.7,5.2,9.4,21.6,11.1
"AZURE HEALTHCARE",841,6,1,0,0,0,0,100,0,0,1.3,1.5,1.5,2.3,3,2.7,0.4,52.9,65.9,1.8,8,1.3,346459,57743.17,0,0,27.1,14,1.6,2.4,49.9,71.8,75.8,1.9,2.3,20.3,2.8,6.8,2,1.3,22,21.6,87.9,88.8,0,23.2,7.4,12.1,19.7,11.3
"BALL HEALTHCARE SERVICES",66,10,1,0,0,1,10,100,0,0,2.8,2.7,3.4,2.8,3.7,3.1,0.6,37.5,36.8,0.4,0,0,0,0,0,0,24.9,13.8,2.2,1.7,43.8,54,65.4,1.9,1.6,20.1,2.2,7,2.8,2.1,14.1,14.9,88,75.7,0.3,10.2,5.2,0.3,16.1,9.7
"BANECARE MANAGEMENT",68,8,1,0,0,0,0,100,0,0,4,3.9,3.4,3.8,3.7,3.3,0.6,40.4,44.8,0.6,2,0.3,68156,8519.5,0,0,25.5,11.8,1,2.9,45.5,86.9,86.5,1.3,1.2,16.7,3.7,3.9,1.6,0.3,14.9,14.6,97.3,97.5,0,20.5,5.3,2.5,17.2,11.3
"BAYSHIRE SENIOR COMMUNITIES",682,12,1,0,1,1,8.3,91.7,0,0,3.3,2.8,2.6,4.4,4.2,3.9,0.5,44.3,41.2,0.6,42,3.5,676308,56359,4,0.3,25.3,14.2,0.5,1,66,96.1,97.1,2,2.2,10.9,1.6,3.4,0.4,0.3,10.5,8.7,98.4,99,0,7.5,4.3,7.4,19,11.3
"BEACON HEALTH MANAGEMENT",69,14,2,0,3,1,7.1,85.7,0,0,1.4,1.9,1.5,2.2,3,2.7,0.4,47.2,72.2,1,7,0.5,153836,11833.54,5,0.4,22.6,13.2,2.3,4.8,51.1,68,75.3,1.5,2.3,34.7,3.4,6.2,1.8,1.1,21.3,22.9,94.5,84.4,0.1,19.8,3.9,7.4,25.6,10.5
"BEAR MOUNTAIN HEALTHCARE",70,8,2,0,0,0,0,100,0,0,2.5,2.5,2.7,3.4,3.7,3.4,0.6,34.1,35.9,1,7,0.9,180119,22514.88,0,0,25.5,8.9,2.3,2.3,42.9,74.9,64.9,2.3,1.3,24.6,2.3,5.5,0.8,0.9,14.2,16,92.9,91.2,0,14,4.6,3.7,20,10.4
"BEAVER VALLEY HOSPITAL",747,5,1,0,0,1,20,40,0,60,2.4,1.8,1.4,4.8,2.6,2.3,0.6,59.7,45.5,1.2,9,1.8,225274,45054.8,1,0.2,8.9,12.6,0,4.4,37.8,89.5,94.2,1.7,1.7,14.2,1.5,3.3,1.3,0,11.6,10.5,100,99.2,0,19.5,1.4,12.9,15.7,9.9
"BEDFORD CARE CENTERS",71,7,1,0,1,1,14.3,100,0,0,2.9,3.1,3.9,1.4,4.4,3.8,0.6,55.1,41.5,0.3,10,1.4,407959,58279.86,3,0.4,31.4,15.5,1.6,3.3,46.1,89.9,95.2,3.3,3.6,22.8,5.7,5.8,2.2,1.9,26.9,26.1,98.1,98.1,0.5,25.5,9.6,9.2,27.2,12
"BEDROCK CARE",72,8,2,0,0,1,12.5,100,0,0,1.9,1.8,2,3.6,3.3,3,0.4,45.4,42.4,0.9,22,2.8,366700,45837.5,2,0.3,25,9.2,2.4,2.1,47.2,55.9,54.6,1.9,1.3,13.3,1.9,5.2,0.9,0.5,11.9,13.4,90.9,86.7,0,19.6,7.6,3.4,15.8,11.1
"BEDROCK HEALTHCARE",73,9,3,1,2,2,22.2,100,0,0,1.4,1.3,2,2.9,3.6,3.2,0.6,63.2,65.2,1.9,18,2,925553,102839.22,15,1.7,29.8,13.7,1.7,1.9,51.8,64.1,64.2,1.9,2.9,22.1,2,7.6,2.2,1.9,16.7,14.4,89,86.4,0,27.5,7.6,4.9,20.1,11.7
"BENEDICTINE HEALTH SYSTEM",75,23,4,0,0,3,13,4.3,95.7,0,3,2.7,4,2.9,3.9,3.5,0.9,49.2,40.9,0.6,24,1,781338,33971.22,5,0.2,24.1,15.1,1.6,3.2,58.9,90.8,91.5,1.7,2.1,19.4,4.7,6.1,2.7,1.1,23.9,21.7,96.2,97.5,0,25.2,3.3,3.2,16.3,10.2
"BENJAMIN LANDA",646,49,4,0,2,2,4.1,98,2,0,3.4,3.4,2.3,3.5,3.6,3.2,0.6,44.3,46.9,0.9,20,0.4,894540,18255.92,0,0,24.9,12.2,1.5,2.5,51.1,88.4,87,2.1,1.9,12.8,3.2,6.6,0.8,0.4,13.2,12.3,97.7,97.1,0.1,17.9,5.5,12.8,19.4,10.9
"BEST CARE SERVICES",583,10,2,0,0,0,0,100,0,0,2.3,2.5,2.7,2.4,3.5,3.1,0.6,38.1,49.7,0.7,7,0.7,504165,50416.5,1,0.1,26.5,14.4,1.5,2.3,41.4,71.6,74.7,2.1,2,14.3,4,4.6,1.1,0.7,23.1,25.3,91.1,92.3,0.1,26.4,4.1,6.6,18.3,10.6
"BGM ESTATE",78,15,1,0,0,1,6.7,100,0,0,1.9,2.3,1.9,2.5,3.1,2.9,0.3,54.9,49.5,1.2,11,0.7,285600,19040,2,0.1,30.2,16.9,2.6,1.3,51.3,80.5,72.8,2.4,2.5,21.7,4.3,5.4,4.2,2.1,18.2,18,95.7,89.6,0,11.6,2.6,1.6,26,11.7
"BHI SENIOR LIVING",80,9,3,0,0,0,0,0,88.9,11.1,4.1,3.9,3.6,4.3,4.9,4.1,1.3,44.1,39,0.3,1,0.1,20826,2314,0,0,20.5,12.9,0.5,3.3,65,86.1,95.7,1.9,2.1,5.6,5.8,2.3,0.6,1.3,19.5,15.5,97.4,98.9,0,29.6,7.8,8.8,20.7,10.3
"BJC HEALTHCARE",783,4,2,0,0,0,0,0,100,0,4,4,3.8,3,5.1,4.5,0.8,48.6,48.4,0.3,1,0.3,15626,3906.5,0,0,27.4,12.4,0.7,2.5,53.9,63.5,60.2,2.3,2.2,11.4,6.8,6.5,1.7,0,36.1,36.5,"",85.1,0,20.3,6.9,2.8,20.7,11.2
"BLUE RIDGE HEALTHCARE",84,3,3,0,0,0,0,100,0,0,1.3,1.7,1.7,1.7,3.5,3.4,0.3,62.8,85.7,1,5,1.7,355199,118399.67,0,0,32.9,15.2,1.7,1.1,39.3,49.5,57,3.4,3.7,23.7,4.2,4.9,5,2.1,15.7,23.1,90,85.6,0.2,12.8,6.1,8.9,38.3,11.1
"BLUEGRASS HEALTH KY",748,15,1,0,0,0,0,100,0,0,2.9,3.3,1.5,3.2,3.8,3.3,0.5,45.6,42.2,0.5,9,0.6,211968,14131.2,0,0,22.2,17.1,1.8,2.4,56,87.8,96.1,1.8,2.3,22.1,3.4,5,1.1,0.4,13.9,12.5,97.5,98.2,0,18.8,7.3,35.1,35.2,11.4
"BONAMOUR HEALTH GROUP",576,5,1,0,0,1,20,100,0,0,2.4,2,3.8,3.8,3.9,3.5,0.9,43.7,26,1,3,0.6,69471,13894.2,1,0.2,21.4,13.2,0.8,1.5,52.7,78,88.7,1.6,1.2,15.3,4.3,7.9,1,1,16.5,17.2,99.2,96.2,0,27.8,6.7,2.2,22.7,10.9
"BONCREST RESOURCE GROUP",86,5,4,0,1,0,0,40,60,0,2.4,2,3.4,3.4,3.7,3.4,0.8,50.6,48.4,0.6,3,0.6,42568,8513.6,1,0.2,22.4,11.5,1,2.9,49.1,64.4,70,1.5,1,15.5,7,4.5,1.1,0.4,28.6,22.6,92.8,89.9,0,26.6,5.5,1.7,13.7,11.3
"BRADFORD MONTGOMERY",87,11,2,0,1,1,9.1,100,0,0,2,2.5,1.7,2.8,3.9,3.6,0.2,70.1,81.9,1.1,6,0.5,189902,17263.82,1,0.1,36.9,18,3.2,6.6,54.4,84.4,71.1,2.2,2.5,27.6,4.5,3.2,0.7,3.4,16.7,14.6,94.8,88.5,0,17.1,2.7,3.7,26.2,11.6
"BRIA HEALTH SERVICES",88,15,1,0,3,9,60,100,0,0,1.3,1.7,1.1,2.9,3.6,3,0.5,59.4,55.8,1.1,88,5.9,5441883,362792.2,22,1.5,29.8,14.7,3.7,1.8,29.6,37.6,52.2,2.6,2.5,23.7,2.5,5.4,0.1,0.4,5.3,6,75.8,79.6,0,17.3,6.2,94.6,16.5,10.4
"BRIAR HILL MANAGEMENT",89,6,1,0,0,0,0,100,0,0,3.3,3,4.5,1.8,4.1,3.6,0.7,46.6,34.3,0,7,1.2,114017,19002.83,1,0.2,31.6,18.5,1.4,2.8,59.6,90.7,92.5,3.3,3.3,23.9,3,8.1,1.6,1.4,22.5,22.6,97.4,92.7,0,24.1,6.7,1.4,21.4,11
"BRICKYARD HEALTHCARE",90,23,1,0,0,3,13,95.7,4.3,0,2.7,2.4,2.7,3.9,3.6,3.2,0.7,48.3,40,0.8,7,0.3,120697,5247.7,0,0,27.4,11.4,1.6,2.3,48.1,67.1,69.9,1.7,1.5,15.8,3,3.8,0.2,0.2,10.1,8.8,91.4,88.3,0,26.3,4.7,25.4,27.6,10.6
"BRIDGES HEALTH",91,34,1,0,0,1,2.9,100,0,0,3.5,3.5,3.3,3.1,3.6,3.3,0.4,52.7,49,0.4,17,0.5,248228,7300.82,1,0,29.4,20.2,1.6,4.7,48.5,88.3,93.3,2.4,3.3,12.5,5.7,5.8,1.1,0.5,10.2,6.6,97.7,98.8,0.1,18.7,2.2,0.8,21.5,10.6
"BRIGHTON HEALTHCARE",848,8,2,0,2,3,37.5,100,0,0,1.5,1.8,1.9,2,3.3,2.9,0.5,64.2,62.8,0.9,21,2.6,748298,93537.25,2,0.3,27.8,9.7,3.5,4.4,41.5,66.7,66,1.9,1.8,32,5,4.8,1.4,1.2,27.8,25,86.2,84.4,0,22.5,6.6,7.5,27.1,10.4
"BROOKDALE SENIOR LIVING",93,14,10,0,0,2,14.3,100,0,0,3.4,2.6,4.1,4.4,4.8,4.2,1.2,46.2,44.2,0.5,13,0.9,548465,39176.07,1,0.1,22.3,10.3,0.7,2.4,59,88.6,91.9,2,1.3,8.3,4.3,5,1.8,0.4,19.5,14.7,95.5,97.7,0,22,9.7,1,15.8,10.6
"BUCKNER RETIREMENT SERVICES",706,5,1,0,0,0,0,0,100,0,4.2,3.4,4.4,4.4,5.1,4.7,0.9,46.1,51.8,0.8,4,0.8,89526,17905.2,0,0,21.4,9.6,1,1.7,72.1,98.1,99.6,1.9,1.2,7.3,3.7,6.7,1.6,0.6,14.6,6.7,100,100,0,6.6,1.2,0.2,17.4,11.5
"BVHC, LLC",82,12,1,0,0,1,8.3,100,0,0,3.5,3,3.7,3.8,4.2,3.8,0.6,39,39,0,11,0.9,125961,10496.75,3,0.3,27.3,15.2,0.9,1,48.9,98.7,98.5,2.3,2.2,11,2.1,4.5,1.9,0.6,8.3,6.8,99.4,99.9,0.4,7.8,5.2,0.8,12.9,10.5
"C. ROSS MANAGEMENT",95,8,1,0,1,2,25,100,0,0,2.1,2.8,1.1,2.4,3.2,2.8,0.3,42.4,52.9,0.3,7,0.9,279541,34942.63,1,0.1,26.2,12.1,3.2,2.4,38.9,65.8,74.7,2.8,4.1,36.2,5.5,4.1,4.6,0.7,24.3,22.3,95.7,92,0.2,17.2,7.1,32.9,31.1,14.5
"CADIA HEALTHCARE",96,5,1,0,1,0,0,100,0,0,3.2,2.4,3.8,4.6,3.9,3.6,0.7,45,40.6,0.6,8,1.6,189730,37946,1,0.2,22.9,11.7,0.2,1.6,61,72.4,97.4,1.9,1.5,7.3,2.9,3.9,1.1,0.3,12.4,13,94.1,99.8,0,17,4.2,2.7,27.3,10.1
"CALDERA CARE",97,7,1,0,0,0,0,100,0,0,2.9,2.6,3,4.1,4,3.5,0.6,53.5,52.9,2,7,1,360734,51533.43,0,0,19.5,14.1,1.8,2.5,61.7,76.1,81,0.7,1.3,20.5,2.1,7.6,1.9,1.3,14.6,11.8,95.6,94.1,0,22.6,7.3,6.3,11.3,9.6
"CAMBRIDGE HEALTHCARE SERVICES",98,32,1,1,0,1,3.1,100,0,0,2.6,2.4,3.1,4.1,4.1,3.7,0.5,38.3,44.4,0.3,30,0.9,1241055,38782.97,11,0.3,24,10.5,1.1,1,45.9,97.3,98.1,2.6,1.6,11.3,1.8,5.1,1,0.4,9.7,8.6,98.9,99.6,0,12.4,4.4,13,13,10.5
"CAMPBELL STREET SERVICES",99,20,3,1,1,1,5,100,0,0,2.2,2.2,2.6,3.4,3.6,3.2,0.7,56.5,60.1,1.3,15,0.8,446263,22313.15,7,0.4,25.3,12.5,1.5,3.8,52.8,78.2,87.9,1.5,2.1,20.1,3.3,3.4,2.4,1.1,18.6,17.8,96.9,97.4,0.2,27.7,6,3.3,20.4,10.1
"CANTEX CONTINUING CARE",100,38,2,0,1,3,7.9,97.4,0,2.6,3.1,2.9,1.8,4.4,3.3,2.9,0.4,50.4,46.2,0.8,53,1.4,1539162,40504.26,2,0.1,25.2,11.1,0.5,1.1,55.1,97.4,96.4,1.9,1.7,5.7,2.8,3.9,0.2,0,10.3,10.8,99.6,97,0,10.2,2.3,0.8,15.6,11.2
"CARADAY HEALTHCARE",103,9,1,0,0,1,11.1,77.8,0,22.2,2.6,3,1.6,3.3,3.1,2.8,0.3,51.7,42.4,0.8,16,1.8,452612,50290.22,0,0,23.5,11.2,2.4,2.1,43.8,61.9,62.7,2,1.6,13.4,5.3,3.8,0.5,0.3,18.9,18.4,94.5,88.5,0,18.2,5,1.8,20.7,10.8
"CARDON & ASSOCIATES",105,20,1,0,0,0,0,40,5,55,3.8,3.3,2.5,4.7,3.5,3,0.6,52.5,44,0.2,4,0.2,74366,3718.3,0,0,20,10.3,0.9,1.7,64.5,87.1,88.7,1.4,1.4,12.7,4.6,4.1,1.2,0.1,10.1,8.9,97.7,96.4,0,23.1,6.9,6.8,24.5,11.9
"CARE & REHAB",673,6,2,0,0,0,0,100,0,0,3.8,3.3,4.5,3.5,4.2,3.8,0.9,32.1,27,0.3,2,0.3,165175,27529.17,1,0.2,22.1,18.8,0,3.8,48.5,81.6,83.4,0.8,2.3,15.6,2.2,6,1.7,2.7,21,20.5,97.8,98.5,0,25,3.2,4.2,10.8,9.6
"CARE INITIATIVES",106,43,1,0,0,0,0,9.3,90.7,0,3,2.6,3.6,3.8,3.3,3,0.7,42.3,41.6,0.8,22,0.5,926951,21557,7,0.2,22.5,13.6,2.6,2.3,49.3,77.7,89.1,1.3,2.1,22.3,2.8,3.1,1.7,1,16.7,13.2,95.8,97.4,0.1,26.6,4.2,3.2,23.5,10.8
"CARECORE HEALTH",108,12,1,0,0,1,8.3,100,0,0,2.1,1.9,1.8,4.1,3.5,3.1,0.4,61.3,51.8,0.8,3,0.3,97734,8144.5,3,0.3,30.9,14.2,1.2,2.7,39.1,54,66.7,1.7,1.8,21.9,3.2,4,0.4,0,6.2,5,91.8,87.8,0,19.7,6.5,31.9,25.4,11.5
CAREONE,109,37,4,0,0,1,2.7,100,0,0,3.4,2.9,3.3,4.6,3.8,3.4,0.7,28.9,33.2,0.8,21,0.6,562633,15206.3,0,0,24.9,9.4,1.1,1.9,66.2,76.2,75.8,1.7,0.9,17.6,2.6,7.7,0.9,0.8,12.6,12.4,93.5,87.5,0,19.9,5.6,12.3,18.1,11.5
"CARERITE CENTERS",110,34,4,0,0,1,2.9,100,0,0,3.5,2.7,2.1,4.8,3.4,3,0.6,41.1,45.2,0.3,15,0.4,670019,19706.44,2,0.1,20.9,6.8,0.6,1.5,60.8,76.5,77.8,1.6,0.8,7.4,2.9,5.5,0.7,0.1,12.4,11.5,92.7,90,0,20,6.6,18.1,17.3,10.3
CARESPRING,111,16,2,0,0,0,0,100,0,0,4.3,3.6,2.6,4.9,4.1,3.6,0.7,51.6,39.4,0.5,4,0.3,86280,5392.5,1,0.1,25.1,10.8,0.8,2.1,65.5,94.9,99.9,1.6,1.2,10.9,3.5,2.8,0.1,0.3,6.5,4,96.8,99.9,0,26.8,7,48.1,22.1,11.9
"CARING HEALTHCARE GROUP",113,14,1,1,0,1,7.1,64.3,7.1,28.6,3.3,3,1.8,4.2,3.8,3.2,0.3,52.9,48.7,0.1,20,1.4,607617,43401.21,0,0,24.7,14.9,1.2,2.1,58.7,95,96.1,2.3,2.2,10.1,1.3,2.5,0.2,0,10,13.1,99,99.5,0,4.5,1.6,1.9,16.2,11.2
"CARING PLACE HEALTHCARE GROUP",114,5,1,0,0,0,0,100,0,0,4,3.4,1.8,4.8,3.8,3.5,0.4,50.6,38.3,0.8,1,0.2,15924,3184.8,0,0,22.7,7.6,0.8,0.7,55.5,82.3,83.2,1.5,1.2,7.8,2,0.5,0.5,0.1,8,4.3,98,91.5,0,25.3,7.4,43.6,25.6,11.4
"CARLYLE SENIOR CARE",599,7,1,0,0,1,14.3,100,0,0,2.1,2.7,3.1,1.3,3.7,3.2,0.4,42.1,29.9,0,5,0.7,76181,10883,0,0,25,19.5,1.6,4.2,29.4,84.2,81.7,3,3.7,25.5,4.3,4.8,3.4,1.8,22.2,21,98.2,99.2,0,13.5,8.1,2.2,19.7,11.5
"CARMELITE SISTERS FOR THE AGED & INFIRM",802,9,8,0,1,2,22.2,11.1,88.9,0,2.6,2.1,3.6,4,4,3.7,0.7,48.9,40.7,1.2,8,0.9,437563,48618.11,2,0.2,24.5,12.4,1.1,1.8,45.6,92.2,90,1.6,0.9,14,3.1,3.6,1.2,0.3,15.1,13,98.9,98.7,0,21.9,5.3,13.4,14.9,10
"CARMELITE SISTERS FOR THE AGED AND INFIRMED",115,3,2,0,0,0,0,0,100,0,3.7,3.7,3.7,3.7,4.4,4.2,0.8,53.1,52,0,1,0.3,46410,15470,0,0,27.6,9,0.5,3.2,54.3,85.4,76.9,1.9,1.6,15.9,3.6,4.4,3.2,0.6,17.7,16.9,98.2,87.9,0,22,6.9,9.7,12.6,10.8
"CARROLTON NURSING HOMES",749,6,1,0,0,1,16.7,100,0,0,2.2,2.3,2.2,2.2,3.2,3,0.3,41.1,45.7,0.5,4,0.7,99981,16663.5,1,0.2,22.9,15.3,2.6,5.8,43.7,40.1,36.6,2.2,2.6,15.6,2.6,10.4,2.7,1.4,22.1,11.6,80.3,72.4,0,16.8,8.3,1.4,24.7,10.7
"CASA CONSULTING",695,7,1,0,2,1,14.3,42.9,28.6,28.6,1.1,1.1,1.1,3.4,3.5,2.9,0.4,"","","",7,1,96003,13714.71,4,0.6,23,11.3,1,4.2,52.1,46.8,42.5,1.9,1.4,17.6,2.9,6.5,0.7,0.9,11.5,8.6,83.4,60.7,0,27.1,5.9,27.8,13.9,11.7
"CASCADES HEALTHCARE",117,20,4,0,1,5,25,85,0,15,2,1.8,2.2,4.1,3.5,3,0.8,61.6,55.1,0.6,36,1.8,1574555,78727.75,12,0.6,21,12.9,1.6,1,50.6,76.2,76.8,1.5,1.6,19.3,3.1,3.7,1.4,0.8,13.7,12.1,95.4,90.8,0,18.4,3.4,27.3,23,10.4
"CASCADIA HEALTHCARE",118,44,5,1,3,2,4.5,100,0,0,3.2,2.9,2.8,4,3.7,3.2,0.8,51.9,44.6,0.4,49,1.1,1030150,23412.5,2,0,19.6,13.3,1.3,1.6,54.2,83.3,89.8,1.2,1.8,16.8,2.9,3.6,1.7,0.8,19.7,16.8,94.5,97,0,23.9,5.7,16.1,16.6,10.1
"CASSENA CARE",119,13,1,0,0,0,0,100,0,0,3.8,3.2,2.9,4.8,3.4,3.1,1.2,39.2,43.9,0.6,5,0.4,117722,9055.54,0,0,21.7,10.6,0.9,0.8,81.4,93,96.9,2,1.4,8.6,2.5,4.7,0.8,0.2,6.7,9.2,96.9,99.6,0,17.8,7.1,62.7,8,9.4
CASSIA,120,16,4,0,0,0,0,0,100,0,4.4,3.4,4.7,4.3,4.5,4,1.2,40.9,36.7,0.3,8,0.5,107003,6687.69,1,0.1,24.9,11.1,1.3,1.9,58.7,92.6,95.7,1.5,1.3,13.1,3.4,4.6,1.5,0.4,17.3,13.1,97.6,98.4,0,21.1,1.3,2.9,10.8,10.3
"CASTLE HEALTHCARE",121,9,1,0,0,0,0,55.6,44.4,0,3.1,2.7,1.4,4.7,3.2,2.9,0.4,50.4,43.9,1.1,3,0.3,139804,15533.78,0,0,22.2,16.6,0.2,0.9,60.2,57.4,72.6,1.5,1.7,18,2.6,3.7,0.5,0.3,7.1,3.1,87.3,88.3,0,21.2,5.8,26.8,23.9,10.7
"CATHOLIC CHARITIES NEW HAMPSHIRE",122,6,1,0,0,0,0,0,100,0,3.8,3.8,4.2,3.5,4,3.6,0.6,50.8,48.7,0.3,0,0,0,0,0,0,19.2,18.4,0.4,1.4,56.5,89.7,91.5,1.9,2.2,5.2,4.7,4.4,4.3,1.2,17.1,21.9,98.2,98.6,0,30,6.8,0.3,18.4,10.3
"CAVALIER HEALTHCARE",691,4,3,0,0,1,25,100,0,0,2,2.3,3,3,3.8,3.2,0.4,50.9,66.2,1.3,11,2.8,76904,19226,0,0,32.7,14.5,2.8,1.9,58.6,90.4,90.8,2.6,2.9,11.2,3.5,4.5,2.1,0.2,17.6,17.6,91.8,97.9,0,15.2,4.6,0.3,22.3,11.5
"CCH HEALTHCARE",124,32,3,0,0,3,9.4,100,0,0,2.6,2.4,2.5,3.8,3.8,3.3,0.6,58.2,53.7,0.7,41,1.3,1193015,37281.72,8,0.3,23.2,13.3,1.4,2.2,51.8,64.2,68.3,1.9,2,10,3.3,5.2,1.1,0.1,9,7.6,91.3,87.8,0.1,22,8.5,9.1,26.8,10.5
"CEDAR VIEW HOLDINGS",888,9,2,0,1,1,11.1,100,0,0,1.3,1.3,2,3,3.3,3,0.5,52.8,59.5,0.5,11,1.2,514936,57215.11,7,0.8,19.5,12.1,2.3,1.9,55.2,66.5,59.2,1.8,1.9,21.5,4.8,4.7,1.9,0.7,18.2,16,90.3,81.9,0.2,26.8,6.3,6.8,19.7,10
"CELEBRATE SENIOR LIVING",647,3,2,0,0,0,0,66.7,33.3,0,3.3,4,2,3,3.7,3.3,0.6,39.2,43.4,0,3,1,51438,17146,0,0,23.4,12.5,0.5,3.4,51,80.5,85.5,2.8,1.7,15.8,3.8,5,1.9,0,22.7,16.6,97.8,93.8,0,25.8,8.2,65.8,15.1,10.7
"CENTENNIAL HEALTHCARE",750,8,1,0,0,3,37.5,100,0,0,2.5,2.4,2,4.4,3.2,2.8,0.8,40.3,36.8,0.4,10,1.3,185777,23222.13,0,0,14.2,14.3,0.1,2.7,60.2,86.1,93.5,1.2,3.1,23.9,5.4,1.8,0.5,0.2,8,8.6,96.9,99.2,1.4,16.6,3.1,53.3,20,10.3
"CENTER MANAGEMENT GROUP",619,17,4,0,0,0,0,100,0,0,3.2,2.9,1.8,4.4,3.5,3.1,0.5,44.1,35,0.4,2,0.1,29546,1738,0,0,22.9,9.4,0.9,1.2,63.9,70,67,1.9,1.3,7.8,2.7,5,0.3,0.2,5.9,7,95.5,89.2,0,22.8,7.1,57,18.5,10.9
"CENTERS HEALTH CARE",127,37,3,0,3,4,10.8,100,0,0,2.2,2.1,1.9,4.1,3.5,3,0.4,50.5,50,0.5,13,0.4,706850,19104.05,0,0,23,12.8,0.5,2.4,60.8,86.2,86.3,1.8,1.8,11.2,2,6.4,0.6,0.3,11.3,12.6,95.3,97,0,18.9,5.7,30.5,12.9,10.3
"CENTRAL ARKANSAS NURSING CENTERS",129,39,2,0,0,1,2.6,100,0,0,3.7,3.2,3.5,4.3,4.5,3.9,0.3,50.8,39.8,0,14,0.4,491800,12610.26,1,0,22.4,11,0.9,2.7,55.4,75.9,89.7,1.7,1.5,7.1,4,3.5,0.9,0.7,12.6,10.6,93.6,97.9,0,17.6,3.7,0.6,24,10.9
