ORGANIZATION NAME,Legal Business Name,CCN,Provider Name,State,City/Town,Chain ID,Chain Name
GLOBAL FAIRLAND LLC,GLOBAL FAIRLAND LLC,375515,MAPLE HEALTHCARE AND REHAB,OK,FAIRLAND,238,GLOBAL HEALTHCARE REIT
VAN BUREN SNF OPERATIONS LLC,VAN BUREN SNF OPERATIONS LLC,045138,VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,AR,VAN BUREN,480,SOUTHERN ADMINISTRATIVE SERVICES
ARBOR CARE CENTERS - ORD LLC,ARBOR CARE CENTERS - ORD LLC,285294,"Arbor Care Centers - Ord, LLC",NE,Ord,40,ARBOR CARE CENTERS
CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,455333,Sharpville Residence and Rehabilitation Center,TX,Houston,133,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO. 1
"ROGERS SNF OPERATIONS, LLC","ROGERS SNF OPERATIONS, LLC",045070,ROGERS HEALTH AND REHABILITATION CENTER,AR,ROGERS,480,SOUTHERN ADMINISTRATIVE SERVICES
"EMBASSY HEARTHSIDE, LLC","EMBASSY HEARTHSIDE, LLC",395868,EMBASSY OF HEARTHSIDE,PA,STATE COLLEGE,199,EMBASSY HEALTHCARE
ACCURA HEALTHCARE OF SHENANDOAH,ACCURA HEALTHCARE OF SHENANDOAH,165529,Accura Healthcare of Shenandoah,IA,Shenandoah,8,ACCURA HEALTHCARE
"WEST MEMPHIS OPERATORS, LLC","WEST MEMPHIS OPERATORS, LLC",045217,THE SPRINGS OF AVALON,AR,WEST MEMPHIS,516,THE SPRINGS ARKANSAS
MINDEN COMMUNITY CARE CENTER LLC,MINDEN COMMUNITY CARE CENTER LLC,195532,TOWN & COUNTRY HEALTH & REHAB,LA,MINDEN,,
SUMMERFORD HEALTH AND REHAB LLC,SUMMERFORD HEALTH AND REHAB LLC,015075,"SUMMERFORD HEALTH AND REHAB, LLC",AL,FALKVILLE,,
"TRILOGY HEALTHCARE OF BELMONT, LLC","TRILOGY HEALTHCARE OF BELMONT, LLC",235727,The Oaks at Belmont,MI,Belmont,524,TRILOGY HEALTH SERVICES
THE TERRACE AT CRYSTAL LLC,THE TERRACE AT CRYSTAL LLC,245289,The Terrace at Crystal LLC,MN,CRYSTAL,,
"ESTRELLA OF CASCADIA, LLC","ESTRELLA OF CASCADIA, LLC",035299,NORTHPARK HEALTH AND REHABILITATION OF CASCADIA,AZ,PHOENIX,118,CASCADIA HEALTHCARE
"DECATUR II ENTERPRISES, LLC","DECATUR II ENTERPRISES, LLC",675513,HERITAGE PLACE OF DECATUR,TX,DECATUR,169,CREATIVE SOLUTIONS IN HEALTHCARE
NAVASOTA I ENTERPRISES LLC,NAVASOTA I ENTERPRISES LLC,675399,Navasota Nursing & Rehabilitation	,TX,Navasota,169,CREATIVE SOLUTIONS IN HEALTHCARE
"BONHAM I ENTERPRISES, LLC","BONHAM I ENTERPRISES, LLC",675271,SEVEN OAKS NURSING & REHABILITATION,TX,BONHAM,169,CREATIVE SOLUTIONS IN HEALTHCARE
CALIBRE POST ACUTE LLC,CALIBRE POST ACUTE LLC,325039,"Calibre Post Acute, LLC",NM,Las Cruces,,
"ATBA, LLC","ATBA, LLC",555245,NORTH PARK POST-ACUTE,CA,TRACY,50,ASPEN SKILLED HEALTHCARE
FORT EBEY HOLDINGS LLC,FORT EBEY HOLDINGS LLC,505355,AUBURN POST ACUTE,WA,AUBURN,,
PARAMOUNT COMMUNITY LIVING AND REHAB INC,PARAMOUNT COMMUNITY LIVING AND REHAB INC,175385,PARAMOUNT COMMUNITY LIVING AND REHAB INC,KS,NEWTON,,
CHARLOTTE SP SENIOR HOUSING OPCO LLC,CHARLOTTE SP SENIOR HOUSING OPCO LLC,345578,Briar Creek Health Center,NC,Charlotte,,
BLANCHESTER HEALTHCARE LLC,BLANCHESTER HEALTHCARE LLC,365592,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,OH,BLANCHESTER,788,MATTISYAHU NUSSBAUM
SH OPERATOR LLC,SH OPERATOR LLC,395028,SQUIRREL HILL WELLNESS AND REHABILITATION CENTER,PA,PITTSBURGH,408,POLLAK HOLDINGS
WELLSPIRE-BETTENDORF LLC,WELLSPIRE-BETTENDORF LLC,165793,The Summit of Bettendorf,IA,BETTENDORF,561,WESLEYLIFE
MASON HEALTHCARE LLC,MASON HEALTHCARE LLC,366216,MASON HEALTH CARE CENTER,OH,MASON,788,MATTISYAHU NUSSBAUM
"THE CARROLTON OF PLYMOUTH, LLC","THE CARROLTON OF PLYMOUTH, LLC",345266,The Carrolton of Plymouth,NC,Plymouth,749,CARROLTON NURSING HOMES
AHMC SETON MEDICAL CENTER LLC,AHMC SETON MEDICAL CENTER LLC,555235,AHMC SETON MEDICAL CENTER,CA,DALY CITY,18,AHMC HEALTHCARE
KINGS HEALTHCARE & WELLNESS CENTER LP,KINGS HEALTHCARE & WELLNESS CENTER LP,555485,KINGS HEALTHCARE & WELLNESS CENTER LP,CA,HANFORD,,
"DELAWARE VALLEY SKILLED NURSING OPERATING COMPANY, LLC","DELAWARE VALLEY SKILLED NURSING OPERATING COMPANY, LLC",396148,DELAWARE VALLEY SKILLED NURSING & REHABILITATION C,PA,MATAMORAS,,
KAUFMAN SNF INVESTMENTS LLC,KAUFMAN SNF INVESTMENTS LLC,676497,LAKESIDE HEALTH AND WELLNESS,TX,KEMP,358,ML HEALTHCARE
TULARE HEALTHCARE & WELLNESS CENTER LP,TULARE HEALTHCARE & WELLNESS CENTER LP,055649,"TULARE HEALTHCARE & WELLNESS CENTER, LP",CA,TULARE,,
DELTA HEALTHCARE & WELLNESS CENTER LP,DELTA HEALTHCARE & WELLNESS CENTER LP,555354,"DELTA HEALTHCARE & WELLNESS CENTER, LP",CA,VISALIA,678,SHLOMO RECHNITZ
"PRUITTHEALTH - LAKEHAVEN, LLC","PRUITTHEALTH - LAKEHAVEN, LLC",115373,"PRUITTHEALTH - LAKEHAVEN, LLC",GA,VALDOSTA,434,PRUITTHEALTH
"ASMB, LLC","ASMB, LLC",555748,BERKLEY EAST HEALTHCARE CENTER,CA,SANTA MONICA,50,ASPEN SKILLED HEALTHCARE
"PRUITTHEALTH - VALDOSTA, LLC","PRUITTHEALTH - VALDOSTA, LLC",115377,"PRUITTHEALTH - VALDOSTA, LLC",GA,VALDOSTA,434,PRUITTHEALTH
OAK HILL HEALTH AND REHABILITATION LLC,OAK HILL HEALTH AND REHABILITATION LLC,106145,OAK HILL HEALTH & REHABILITATION,FL,BROOKSVILLE,520,TLC MANAGEMENT
"ASBW, LLC","ASBW, LLC",055136,BERKLEY WEST HEALTHCARE CENTER,CA,SANTA MONICA,50,ASPEN SKILLED HEALTHCARE
BLUE HERON HEALTH AND REHABILITATION LLC,BLUE HERON HEALTH AND REHABILITATION LLC,106147,BLUE HERON HEALTH AND REHABILITATION,FL,WESLEY CHAPEL,520,TLC MANAGEMENT
"HP TEMPLE OPCO, LLC","HP TEMPLE OPCO, LLC",676364,MORADA TEMPLE,TX,TEMPLE,,
OAK GROVE HEALTH & REHAB CENTER LLC,OAK GROVE HEALTH & REHAB CENTER LLC,495215,"OAK GROVE HEALTH & REHAB CENTER, LLC",VA,CHESAPEAKE,461,SABER HEALTHCARE GROUP
JAVON BEA HOSPITAL,JAVON BEA HOSPITAL,146196,MERCYHEALTH JAVON BEA HOSPITAL -SNF,IL,ROCKFORD,346,MERCYHEALTH SYSTEM
FHS CENTERVILLE INC,FHS CENTERVILLE INC,366466,AUSTIN TRACE HEALTH AND REHABILITATION,OH,CENTERVILLE,225,FOUNDATIONS HEALTH SOLUTIONS
"LA WESTFORK, LLC","LA WESTFORK, LLC",195488,White Oak Post Acute Care,LA,Baton Rouge,,
JAMES L WEST PRESBYTERIAN SPECIAL CARE CENTER,JAMES L WEST PRESBYTERIAN SPECIAL CARE CENTER,745019,James L West Center for Dementia Care,TX,Fort Worth,,
PINE ACRES REHABILITATION AND CARE CENTER LLC,PINE ACRES REHABILITATION AND CARE CENTER LLC,165350,Pine Acres Rehabilitation and Care Center,IA,WEST DES MOINES,582,AKIKO IKE
"GREAT BEND SNF, LLC","GREAT BEND SNF, LLC",175291,AZRIA HEALTH GREAT BEND,KS,GREAT BEND,64,AZRIA HEALTH
"GOLIAD I ENTERPRISES, LLC","GOLIAD I ENTERPRISES, LLC",675372,LA BAHIA NURSING AND REHABILITATION,TX,GOLIAD,169,CREATIVE SOLUTIONS IN HEALTHCARE
AVNS LLC,AVNS LLC,056253,BERKLEY POST-ACUTE,CA,VAN NUYS,,
CCRC OF WEST DES MOINES LLC,CCRC OF WEST DES MOINES LLC,165790,Cedar Ridge Village,IA,West Des Moines,404,PIVOTAL HEALTH CARE
ARIA OF WAUKESHA LLC,ARIA OF WAUKESHA LLC,525490,ARIA OF WAUKESHA,WI,WAUKESHA,818,ARIA HEALTHCARE
"LA OLD HAMMOND HWY, LLC","LA OLD HAMMOND HWY, LLC",195512,Pines Retirement Center of Baton Rouge,LA,BATON ROUGE,,
HELIA HEALTHCARE OF NEWTON LLC,HELIA HEALTHCARE OF NEWTON LLC,145807,HELIA HEALTHCARE OF NEWTON,IL,NEWTON,263,HELIA HEALTHCARE
"ALMA NURSING AND REHAB, LLC","ALMA NURSING AND REHAB, LLC",045370,ALMA NURSING AND REHAB,AR,ALMA,129,CENTRAL ARKANSAS NURSING CENTERS
"LA FIRST STREET, LLC","LA FIRST STREET, LLC",195353,Timber Springs Rehab and Retirement,LA,SPRINGHILL,,
"REFUGIO II ENTERPRISES, LLC","REFUGIO II ENTERPRISES, LLC",676491,Mission Ridge Rehab & Nursing Center,TX,Refugio,169,CREATIVE SOLUTIONS IN HEALTHCARE
BELLEVILLE HEALTHCARE AND REHABILITATION CENTER LLC,BELLEVILLE HEALTHCARE AND REHABILITATION CENTER LLC,175246,BELLEVILLE HEALTHCARE AND REHABILITATION CENTER,KS,BELLEVILLE,438,RECOVER-CARE HEALTHCARE
VERO BEACH FL OPCO LLC,VERO BEACH FL OPCO LLC,106075,GARDEN VIEW HEALTH AND REHABILITATION CENTER,FL,VERO BEACH,580,SIMCHA HYMAN & NAFTALI ZANZIPER
NORTH BAY POST ACUTE LLC,NORTH BAY POST ACUTE LLC,056120,NORTH BAY POST ACUTE,CA,PETALUMA,,
FAIRFAX OPERATOR LLC,FAIRFAX OPERATOR LLC,495099,FAIRFAX REHABILITATION AND NURSING CENTER,VA,FAIRFAX,768,LIFEWORKS REHAB
SODDY-DAISY TN OPCO LLC,SODDY-DAISY TN OPCO LLC,445408,SODDY-DAISY HEALTH CARE CENTER,TN,SODDY-DAISY,580,SIMCHA HYMAN & NAFTALI ZANZIPER
PS OPERATOR LLC,PS OPERATOR LLC,115538,POWDER SPRINGS CENTER FOR NURSING & HEALING,GA,POWDER SPRINGS,202,EMPIRE CARE CENTERS
"HIGHLANDS OF BELLA VISTA HEALTH & REHAB, LLC","HIGHLANDS OF BELLA VISTA HEALTH & REHAB, LLC",045402,"HIGHLANDS OF BELLA VISTA HEALTH & REHAB, LLC",AR,BELLA VISTA,129,CENTRAL ARKANSAS NURSING CENTERS
CARECORE AT MARY SCOTT LLC,CARECORE AT MARY SCOTT LLC,366122,CARECORE AT MARY SCOTT,OH,DAYTON,108,CARECORE HEALTH
"PRUITTHEALTH - HOLLY HILL, LLC","PRUITTHEALTH - HOLLY HILL, LLC",115562,"PRUITTHEALTH - HOLLY HILL, LLC",GA,VALDOSTA,434,PRUITTHEALTH
"LAVENDER MOUNTAIN SENIOR LIVING, INC.","LAVENDER MOUNTAIN SENIOR LIVING, INC.",115774,MAGNOLIA PLACE NURSING AND REHABILITATION,GA,ROME,,
"HELENA EAST OF CASCADIA, LLC","HELENA EAST OF CASCADIA, LLC",275044,MOUNT ASCENSION TRANSITIONAL CARE OF CASCADIA,MT,HELENA,118,CASCADIA HEALTHCARE
LINCOLNWOOD OPERATOR LLC,LINCOLNWOOD OPERATOR LLC,415035,Lincolnwood Rehabilitation and Healthcare Center,RI,North Providence,336,MARQUIS HEALTH SERVICES
PEAK HEALTHCARE AT PORTSMOUTH LLC,PEAK HEALTHCARE AT PORTSMOUTH LLC,305082,CEDAR HEALTHCARE CENTER,NH,PORTSMOUTH,,
PARK CENTER NURSING LLC,PARK CENTER NURSING LLC,365185,PARK CENTER HEALTHCARE AND REHABILITATION,OH,YOUNGSTOWN,812,DAVID OBERLANDER
LANDMARK OF PLAQUEMINE LLC,LANDMARK OF PLAQUEMINE LLC,195329,Landmark of Plaquemine,LA,PLAQUEMINE,779,THE BEEBE FAMILY
"RANDOLPH COUNTY HEALTH AND REHABILITATION, LLC","RANDOLPH COUNTY HEALTH AND REHABILITATION, LLC",115272,JOE-ANNE BURGIN HEALTH AND REHABILITATION,GA,CUTHBERT,810,"CLINICAL SERVICES, INC."
"TRILOGY HEALTHCARE OF HAMILTON III, LLC","TRILOGY HEALTHCARE OF HAMILTON III, LLC",366483,HARRISON TRAIL HEALTH CAMPUS,OH,HARRISON,524,TRILOGY HEALTH SERVICES
MCMINNVILLE TN OPCO LLC,MCMINNVILLE TN OPCO LLC,445216,WILLOW BRANCH HEALTH AND REHABILITATION,TN,MCMINNVILLE,580,SIMCHA HYMAN & NAFTALI ZANZIPER
"VSC HBO, LLC","VSC HBO, LLC",555753,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE D/P SNF,CA,ORANGE,709,VIVRA SPECIALTY CARE
"CHOCTAW NATION CARE CENTER, LLC","CHOCTAW NATION CARE CENTER, LLC",375372,CHOCTAW NATION NURSING HOME,OK,ANTLERS,78,BGM ESTATE
BASELINE HEALTHCARE INC.,BASELINE HEALTHCARE INC.,065222,BOULDER CANYON HEALTH AND REHABILITATION,CO,BOULDER,507,THE ENSIGN GROUP
FRANKLIN AVENUE HEALTHCARE INC.,FRANKLIN AVENUE HEALTHCARE INC.,065265,BERTHOUD CARE AND REHABILITATION,CO,BERTHOUD,507,THE ENSIGN GROUP
GREENTREE NURSING AND REHAB LLC,GREENTREE NURSING AND REHAB LLC,415050,The Dawn Hill Home for Rehab and Healthcare,RI,Bristol,241,GREEN TREE HEALTHCARE MANAGEMENT
SILVER CREEK MANOR SNF LLC,SILVER CREEK MANOR SNF LLC,415031,Silver Creek Rehab and Healthcare Center,RI,Bristol,241,GREEN TREE HEALTHCARE MANAGEMENT
BERKSHIRE PLACE SNF LLC,BERKSHIRE PLACE SNF LLC,415119,Berkshire Place,RI,Providence,241,GREEN TREE HEALTHCARE MANAGEMENT
MIDDLEBURG HEIGHTS NURSING HOME LLC,MIDDLEBURG HEIGHTS NURSING HOME LLC,365702,O'NEILL HEALTHCARE MIDDLEBURG HEIGHTS,OH,MIDDLEBURG HEIGHTS,380,O'NEILL HEALTHCARE
MISSION POINT OF BEVERLY HILLS LLC,MISSION POINT OF BEVERLY HILLS LLC,235664,Mission Point Nursing & Physical Rehabilitation Ce,MI,Beverly Hills,356,MISSION POINT HEALTHCARE SERVICES
EMBASSY VALLEY VIEW LLC,EMBASSY VALLEY VIEW LLC,366075,EMBASSY OF VALLEY VIEW,OH,FRANKFORT,199,EMBASSY HEALTHCARE
AVALANCHE HEALTHCARE INC.,AVALANCHE HEALTHCARE INC.,065230,SOUTH VALLEY POST ACUTE REHABILITATION,CO,DENVER,507,THE ENSIGN GROUP
ANTLERS MANOR LLC,ANTLERS MANOR LLC,375313,ANTLERS MANOR,OK,ANTLERS,78,BGM ESTATE
"CALERA MANOR, LLC","CALERA MANOR, LLC",375519,Calera Manor,OK,Calera,78,BGM ESTATE
"COMMUNITY CARE ON PALM RIVERSIDE,LLC","COMMUNITY CARE ON PALM RIVERSIDE,LLC",555711,COMMUNITY CARE ON PALM,CA,RIVERSIDE,,
SKILLED MIRAGE LLC,SKILLED MIRAGE LLC,555775,BAYSHIRE RANCHO MIRAGE,CA,RANCHO MIRAGE,682,BAYSHIRE SENIOR COMMUNITIES
"COLONIAL CARE CENTER, LLC","COLONIAL CARE CENTER, LLC",375276,MEADOWBROOK NURSING CENTER,OK,CHOUTEAU,78,BGM ESTATE
SKILLED CAMINO LLC,SKILLED CAMINO LLC,555745,BAYSHIRE CARLSBAD,CA,CARLSBAD,682,BAYSHIRE SENIOR COMMUNITIES
MEDI-PLEX NURSING CENTERS INC.,MEDI-PLEX NURSING CENTERS INC.,375557,BOYCE MANOR NURSING HOME,OK,HOLDENVILLE,78,BGM ESTATE
"TOWER LEASING CO., LLC","TOWER LEASING CO., LLC",395258,Bristol Health & Rehab Center,PA,BRISTOL,153,COMMUNICARE HEALTH
MISSION POINT OF CLINTON TOWNSHIP LLC,MISSION POINT OF CLINTON TOWNSHIP LLC,235405,Mission Point Nursing & Physical Rehabilitation Ce,MI,Clinton Township,356,MISSION POINT HEALTHCARE SERVICES
HAWTHORNE OCALA OPERATIONS LLC,HAWTHORNE OCALA OPERATIONS LLC,105602,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF,FL,OCALA,578,INFINITE CARE
PROGRESSIVE LYNDHURST LLC,PROGRESSIVE LYNDHURST LLC,366488,AVENUE AT LYNDHURST,OH,LYNDHURST,427,PROGRESSIVE QUALITY CARE
TALIHINA MANOR LLC,TALIHINA MANOR LLC,375328,TALIHINA MANOR,OK,TALIHINA,78,BGM ESTATE
"COLBERT NURSING HOME, INC.","COLBERT NURSING HOME, INC.",375469,Southern Pointe Living Center,OK,Colbert,78,BGM ESTATE
MISSION POINT OF WARREN LLC,MISSION POINT OF WARREN LLC,235259,Mission Point Nursing & Physical Rehabilitation Ce,MI,Warren,356,MISSION POINT HEALTHCARE SERVICES
MISSION POINT OF SUPERIOR WOODS LLC,MISSION POINT OF SUPERIOR WOODS LLC,235596,Mission Point Nursing & Physical Rehabilitation Ce,MI,Ypslianti,356,MISSION POINT HEALTHCARE SERVICES
"SHAWNEE CARE CENTER, LLC","SHAWNEE CARE CENTER, LLC",375246,Shawnee Care Center,OK,Shawnee,78,BGM ESTATE
MISSION POINT OF CLAWSON LLC,MISSION POINT OF CLAWSON LLC,235214,Mission Point Nursing & Physical Rehabilitation Ce,MI,Clawson,356,MISSION POINT HEALTHCARE SERVICES
VALLEY VILLAGE CARE CENTER LLC,VALLEY VILLAGE CARE CENTER LLC,555012,VALLEY VILLAGE CARE CENTER,CA,NORTH HOLLYWOOD,4,ABRAHAM BAK & MENACHEM GASTWIRTH
VANCREST OF HICKSVILLE LLC,VANCREST OF HICKSVILLE LLC,365680,VANCREST OF HICKSVILLE,OH,HICKSVILLE,542,VANCREST HEALTH CARE CENTERS
TREND HEALTH AND REHAB OF BROOKHAVEN,TREND HEALTH AND REHAB OF BROOKHAVEN,255162,TREND HEALTH AND REHAB OF BROOKHAVEN,MS,BROOKHAVEN,522,TREND CONSULTANTS
TIAPS REHAB CENTER LLC,TIAPS REHAB CENTER LLC,375582,Park Place Healthcare and Rehab,OK,Oklahoma City,238,GLOBAL HEALTHCARE REIT
MCCLURG SENIOR CARE LLC,MCCLURG SENIOR CARE LLC,366485,BRIARFIELD PLACE,OH,BOARDMAN,,
MISSION POINT OF FLINT LLC,MISSION POINT OF FLINT LLC,235363,Mission Point Nursing & Physical Rehab Center of F,MI,Flint,356,MISSION POINT HEALTHCARE SERVICES
CENTER AT ZARAGOZA LLC,CENTER AT ZARAGOZA LLC,745005,"Center at Zaragoza, LLC",TX,El Paso,545,VERITAS MANAGEMENT GROUP
MERRIMAN OPERATIONS LLC,MERRIMAN OPERATIONS LLC,365859,THE MERRIMAN,OH,AKRON,611,LIONSTONE CARE
"SANFORD SENIOR CARE OPERATIONS, LLC","SANFORD SENIOR CARE OPERATIONS, LLC",205012,SUMMER COMMONS,ME,SANFORD,,
EDISON HEALTHCARE LLC,EDISON HEALTHCARE LLC,315279,EMBASSY MANOR AT EDISON NURSING AND REHABILITATION,NJ,EDISON,,
APERION CARE WESTCHESTER LLC,APERION CARE WESTCHESTER LLC,145660,APERION CARE WESTCHESTER,IL,WESTCHESTER,38,APERION CARE
SLP WILLIS LLC,SLP WILLIS LLC,675274,WILLIS NURSING AND REHABILITATION LP,TX,WILLIS,730,SLP OPERATIONS
BRISTOL SNF LLC,BRISTOL SNF LLC,105140,THE BRISTOL CARE CENTER,FL,TAMPA,,
WESTWARD I ENTERPRISES LLC,WESTWARD I ENTERPRISES LLC,455959,WESTWARD TRAILS NURSING AND REHABILITATION,TX,NACOGDOCHES,169,CREATIVE SOLUTIONS IN HEALTHCARE
CLARKSON COMMUNITY CARE CENTER INC.,CLARKSON COMMUNITY CARE CENTER INC.,285116,Clarkson Community Care Center Inc,NE,Clarkson,,
TWINBROOK OPCO LLC,TWINBROOK OPCO LLC,395041,TWINBROOK HEALTHCARE AND REHABILITATION CENTER,PA,ERIE,408,POLLAK HOLDINGS
CARTHAGE SENIOR CARE,CARTHAGE SENIOR CARE,255351,CARTHAGE SENIOR CARE,MS,CARTHAGE,522,TREND CONSULTANTS
MISSION POINT OF CLARKSTON LLC,MISSION POINT OF CLARKSTON LLC,235461,Mission Point Nursing & Physical Rehabilitation Ce,MI,Clarkston,356,MISSION POINT HEALTHCARE SERVICES
"DT WOODBINE, LLC","DT WOODBINE, LLC",165357,Azria Health Rose Vista,IA,Woodbine,64,AZRIA HEALTH
DT VALLEY LLC,DT VALLEY LLC,165373,Azria Health Longview,IA,Missouri Valley,64,AZRIA HEALTH
TALLMADGE HEALTHCARE GROUP LLC,TALLMADGE HEALTHCARE GROUP LLC,366487,TALLMADGE HEALTH & REHAB CENTER,OH,TALLMADGE,461,SABER HEALTHCARE GROUP
WESTGATE OPERATIONS ASSOCIATES LLC,WESTGATE OPERATIONS ASSOCIATES LLC,335556,Rochester Center for Rehabilitation and Nursing,NY,Rochester,127,CENTERS HEALTH CARE
THE PAVILION AT CRESCENT LAKE FOR NURSING AND REHABILITATION LLC,THE PAVILION AT CRESCENT LAKE FOR NURSING AND REHABILITATION LLC,105808,THE PAVILION AT CRESCENT LAKE,FL,CRESCENT CITY,514,THE PAVILION GROUP
ST. PETERSBURG FL OPCO LLC,ST. PETERSBURG FL OPCO LLC,105390,BALANCED HEALTHCARE,FL,SAINT PETERSBURG,580,SIMCHA HYMAN & NAFTALI ZANZIPER
LEDGEWOOD SNF LLC,LEDGEWOOD SNF LLC,225309,LEDGEWOOD REHABILITATION AND NURSING CENTER,MA,BEVERLY,68,BANECARE MANAGEMENT
SEACOAST SNF LLC,SEACOAST SNF LLC,225567,SEACOAST NURSING AND REHABILITATION CENTER,MA,GLOUCESTER,68,BANECARE MANAGEMENT
SUSQUEHANNA REHABILITATION & WELLNESS CENTER LLC,SUSQUEHANNA REHABILITATION & WELLNESS CENTER LLC,395400,SUSQUEHANNA HEALTH AND WELLNESS CENTER,PA,COLUMBIA,,
THE PAVILION AT JACKSONVILLE FOR NURSING AND REHABILITATION LLC,THE PAVILION AT JACKSONVILLE FOR NURSING AND REHABILITATION LLC,105826,"PAVILION AT JACKSONVILLE, THE",FL,JACKSONVILLE,514,THE PAVILION GROUP
MSL DENISON LLC,MSL DENISON LLC,455563,DENISON NURSING AND REHAB,TX,DENISON,,
"LIGHTHOUSE CLOVER, LLC","LIGHTHOUSE CLOVER, LLC",315429,CLOVER REST HOME,NJ,COLUMBIA,,
CONESTOGA VIEW SNF OPERATIONS LLC,CONESTOGA VIEW SNF OPERATIONS LLC,395774,LANCASTER NURSING AND REHABILITATION CENTER,PA,LANCASTER,282,IMPERIAL HEALTHCARE GROUP
TERRACE LEASING CO LLC,TERRACE LEASING CO LLC,395977,TERRACE HEALTH & REHAB CENTER,PA,UNIONTOWN,153,COMMUNICARE HEALTH
HENRICO VA OPCO LLC,HENRICO VA OPCO LLC,495428,AUGUST HEALTHCARE AT RICHMOND,VA,RICHMOND,580,SIMCHA HYMAN & NAFTALI ZANZIPER
"CASCADES AT JACINTO REHAB, LP","CASCADES AT JACINTO REHAB, LP",675231,Cascades at Jacinto Rehab LP,TX,Houston,117,CASCADES HEALTHCARE
7520 SURRATTS OPCO LLC,7520 SURRATTS OPCO LLC,215165,AUTUMN LAKE HEALTHCARE AT BRADFORD OAKS,MD,CLINTON,56,AUTUMN LAKE HEALTHCARE
MEDINA OPCO LLC,MEDINA OPCO LLC,365667,MEDINA CENTER FOR REHABILITATION AND NURSING,OH,MEDINA,37,AOM HEALTHCARE
REGALCARE AT HARWICH LLC,REGALCARE AT HARWICH LLC,225525,REGALCARE AT HARWICH,MA,HARWICH,439,REGALCARE
BROOMFIELD SKILLED NURSING AND REHABILITATION CENTER LLC,BROOMFIELD SKILLED NURSING AND REHABILITATION CENTER LLC,065379,ADARA LIVING,CO,BROOMFIELD,,
1801 WENTWORTH OPCO LLC,1801 WENTWORTH OPCO LLC,215081,AUTUMN LAKE HEALTHCARE AT PERRING PARKWAY,MD,BALTIMORE,56,AUTUMN LAKE HEALTHCARE
NATURE TRAIL HEALTH AND REHAB CENTER LLC,NATURE TRAIL HEALTH AND REHAB CENTER LLC,146021,NATURE TRAIL HEALTH AND REHAB,IL,MOUNT VERNON,170,CREST HEALTHCARE CONSULTING
347 BALLENGER OPCO LLC,347 BALLENGER OPCO LLC,215001,AUTUMN LAKE HEALTHCARE AT BALLENGER CREEK,MD,FREDERICK,56,AUTUMN LAKE HEALTHCARE
6000 BELLONA OPCO LLC,6000 BELLONA OPCO LLC,215074,AUTUMN LAKE HEALTHCARE AT HOMEWOOD,MD,BALTIMORE,56,AUTUMN LAKE HEALTHCARE
525 GLENBURN OPCO LLC,525 GLENBURN OPCO LLC,215221,AUTUMN LAKE HEALTHCARE AT CHESAPEAKE WOODS,MD,CAMBRIDGE,56,AUTUMN LAKE HEALTHCARE
NEW LEBANON REHABILITATION AND HEALTHCARE CENTER LLC,NEW LEBANON REHABILITATION AND HEALTHCARE CENTER LLC,365897,NEW LEBANON REHABILITATION AND HEALTHCARE CENTER,OH,NEW LEBANON,173,CROWN HEALTHCARE GROUP
8710 EMGE OPCO LLC,8710 EMGE OPCO LLC,215129,AUTUMN LAKE HEALTHCARE AT PARKVILLE,MD,BALTIMORE,56,AUTUMN LAKE HEALTHCARE
NEWPORT LLC,NEWPORT LLC,555118,ALMOND VISTA HEALTHCARE,CA,MODESTO,297,KALESTA HEALTHCARE GROUP
56 WEST FREDERICK OPCO LLC,56 WEST FREDERICK OPCO LLC,215313,AUTUMN LAKE HEALTHCARE AT GLADE VALLEY,MD,WALKERSVILLE,56,AUTUMN LAKE HEALTHCARE
ABINGTON MANOR OPCO LLC,ABINGTON MANOR OPCO LLC,395701,ABINGTON MANOR,PA,Clarks Summit,,
LOGAN HEALTH - CONRAD,LOGAN HEALTH - CONRAD,275119,LOGAN HEALTH - CONRAD,MT,CONRAD,,
115 EAST MELROSE OPCO LLC,115 EAST MELROSE OPCO LLC,215031,AUTUMN LAKE HEALTHCARE AT LONG GREEN,MD,BALTIMORE,56,AUTUMN LAKE HEALTHCARE
ODIN HEALTH AND REHAB CENTER LLC,ODIN HEALTH AND REHAB CENTER LLC,145649,ODIN HEALTH AND REHAB CENTER,IL,ODIN,170,CREST HEALTHCARE CONSULTING
HUMC OPCO LLC,HUMC OPCO LLC,315512,HOBOKEN UNIVERSITY MEDICAL CENTER TCU,NJ,HOBOKEN,,
"JAEWOOD HEALTHCARE, LLC","JAEWOOD HEALTHCARE, LLC",056118,GLADSTONE SUB-ACUTE AND REHAB CENTER,CA,GLENDORA,,
AMERICAN LAKE HEALTHCARE INC,AMERICAN LAKE HEALTHCARE INC,505347,THE OAKS AT LAKEWOOD,WA,TACOMA,507,THE ENSIGN GROUP
